property_id,suburb,rooms,type,price,method,seller_g,date
9153,South Melbourne,1,u,380000.0,VB,Cayzer,2016-10-15
9154,South Melbourne,2,h,1026000.0,S,hockingstuart,2016-10-15
9155,South Melbourne,3,h,2000000.0,S,Cayzer,2016-10-15
9156,South Melbourne,2,u,1500000.0,VB,Greg,2016-04-16
9157,South Melbourne,2,h,2000000.0,PI,Greg,2016-04-16
9158,South Melbourne,2,u,692000.0,S,Greg,2016-04-16
9159,South Melbourne,2,u,1050000.0,VB,Marshall,2016-09-17
9160,South Melbourne,2,h,1100000.0,VB,Greg,2016-09-17
9161,South Melbourne,3,h,1250000.0,VB,Greg,2016-09-17
9162,South Melbourne,3,h,1650000.0,VB,Marshall,2016-09-17
9163,South Melbourne,2,h,,SP,Greg,2017-03-18
9164,South Melbourne,2,u,,SN,Barry,2017-03-18
9165,South Melbourne,3,h,770000.0,S,hockingstuart,2017-03-18
9166,South Melbourne,2,u,561000.0,S,MICM,2017-03-18
9167,South Melbourne,3,h,1825000.0,S,Marshall,2016-06-18
9168,South Melbourne,2,h,1200000.0,VB,Greg,2016-06-18
9169,South Melbourne,3,u,1550000.0,PI,Marshall,2016-06-18
9170,South Melbourne,3,h,891000.0,S,Greg,2016-11-19
9171,South Melbourne,3,t,1450000.0,S,Cayzer,2016-11-19
9172,South Melbourne,2,u,1360000.0,S,Cayzer,2016-05-22
9173,South Melbourne,3,h,1390000.0,PI,Greg,2016-05-22
9174,South Melbourne,4,h,1615000.0,S,Marshall,2016-05-22
9175,South Melbourne,2,u,,S,Marshall,2016-05-22
9176,South Melbourne,1,u,480000.0,S,hockingstuart,2016-04-23
9177,South Melbourne,3,t,1185000.0,S,Parkinson,2016-04-23
9178,South Melbourne,3,h,2300000.0,S,RT,2016-09-24
9179,South Melbourne,3,h,,S,Greg,2016-09-24
9180,South Melbourne,3,h,1720000.0,S,Cayzer,2017-02-25
9181,South Melbourne,1,u,320000.0,VB,Dingle,2016-11-27
9182,South Melbourne,3,u,742000.0,SP,Greg,2016-11-27
9183,South Melbourne,3,h,2075000.0,S,Marshall,2016-11-27
9184,South Melbourne,3,h,2525000.0,S,Marshall,2016-11-27
9185,South Melbourne,3,h,,S,Marshall,2016-11-27
9186,South Melbourne,1,u,600000.0,SP,Biggin,2016-05-28
9187,South Melbourne,2,u,650000.0,S,Buxton,2016-05-28
9188,South Melbourne,2,h,,SN,Greg,2016-05-28
9189,South Melbourne,2,u,560000.0,SP,Buxton,2016-07-30
9190,South Melbourne,2,u,690000.0,VB,Cayzer,2016-07-30
9191,South Yarra,2,u,531000.0,S,Jellis,2016-09-03
9192,South Yarra,2,u,788750.0,S,Kay,2016-09-03
9193,South Yarra,1,u,430000.0,S,hockingstuart,2016-09-03
9194,South Yarra,2,u,722000.0,SP,Jellis,2016-09-03
9195,South Yarra,2,u,930000.0,S,hockingstuart,2016-09-03
9196,South Yarra,1,u,467500.0,SP,McGrath,2016-09-03
9197,South Yarra,2,u,475000.0,PI,Buxton,2016-09-03
9198,South Yarra,2,u,850000.0,PI,Kay,2016-12-03
9199,South Yarra,3,u,1230000.0,S,Kay,2016-12-03
9200,South Yarra,2,u,965000.0,S,hockingstuart,2016-12-03
9201,South Yarra,1,u,315000.0,PI,hockingstuart,2016-12-03
9202,South Yarra,3,h,1510000.0,S,Kay,2016-12-03
9203,South Yarra,3,h,,S,Marshall,2016-12-03
9204,South Yarra,2,u,,S,Jellis,2016-12-03
9205,South Yarra,1,u,362000.0,S,hockingstuart,2016-12-03
9206,South Yarra,1,u,402000.0,S,LITTLE,2016-12-03
9207,South Yarra,3,u,1880000.0,S,Abercromby's,2016-12-03
9208,South Yarra,3,h,,S,Jellis,2017-03-04
9209,South Yarra,1,u,422000.0,S,hockingstuart,2017-03-04
9210,South Yarra,3,t,,SN,Kay,2017-03-04
9211,South Yarra,2,u,535000.0,S,hockingstuart,2017-03-04
9212,South Yarra,2,u,990000.0,SA,Williams,2017-03-04
9213,South Yarra,3,u,,SN,hockingstuart,2017-03-04
9214,South Yarra,2,u,695000.0,PI,Kay,2017-03-04
9215,South Yarra,3,h,,S,Greg,2017-03-04
9216,South Yarra,2,u,978500.0,S,hockingstuart,2017-03-04
9217,South Yarra,2,u,863000.0,S,hockingstuart,2017-03-04
9218,South Yarra,1,u,340000.0,VB,Jellis,2017-03-04
9219,South Yarra,2,u,680000.0,S,Jellis,2017-03-04
9220,South Yarra,2,u,840000.0,PI,Jellis,2017-03-04
9221,South Yarra,2,u,,W,Beller,2016-06-04
9222,South Yarra,1,u,450000.0,SP,RT,2016-06-04
9223,South Yarra,3,u,750000.0,S,Marshall,2016-06-04
9224,South Yarra,2,u,650000.0,PI,RT,2016-06-04
9225,South Yarra,2,u,,PI,Marshall,2016-06-04
9226,South Yarra,1,u,420000.0,S,hockingstuart,2016-06-04
9227,South Yarra,2,u,775000.0,SP,hockingstuart,2016-06-04
9228,South Yarra,2,u,572000.0,SP,hockingstuart,2016-06-04
9229,South Yarra,1,u,510000.0,S,Beller,2016-06-04
9230,South Yarra,3,t,1460000.0,PI,hockingstuart,2016-06-04
9231,South Yarra,1,u,465000.0,S,Biggin,2016-08-06
9232,South Yarra,2,u,801000.0,S,Biggin,2016-08-06
9233,South Yarra,2,u,623500.0,SP,hockingstuart,2016-05-07
9234,South Yarra,1,u,409000.0,S,Castran,2016-05-07
9235,South Yarra,1,u,370000.0,SP,Marshall,2016-05-07
9236,South Yarra,3,t,1250000.0,S,Kay,2016-11-07
9237,South Yarra,1,u,480000.0,S,hockingstuart,2016-11-07
9238,South Yarra,2,h,2325000.0,S,RT,2016-11-07
9239,South Yarra,2,u,659000.0,SP,Jellis,2016-11-07
9240,South Yarra,2,u,780000.0,PI,Williams,2016-10-08
9241,South Yarra,2,u,865000.0,S,Williams,2016-10-08
9242,South Yarra,2,h,1455000.0,S,Jellis,2016-10-08
9243,South Yarra,2,t,1365000.0,S,Kay,2016-10-08
9244,South Yarra,1,u,411000.0,S,hockingstuart,2016-10-08
9245,South Yarra,3,u,,S,Marshall,2016-10-08
9246,South Yarra,1,u,360500.0,S,hockingstuart,2016-10-08
9247,South Yarra,2,u,1300000.0,PI,Williams,2016-10-08
9248,South Yarra,2,u,1300000.0,PI,Williams,2016-10-08
9249,South Yarra,3,u,1630000.0,PI,Jellis,2016-09-10
9250,South Yarra,4,h,,SS,Abercromby's,2016-09-10
9251,South Yarra,2,u,625000.0,S,Williams,2016-12-10
9252,South Yarra,2,u,610000.0,S,hockingstuart,2016-12-10
9253,South Yarra,2,h,2430000.0,S,Biggin,2016-12-10
9254,South Yarra,1,u,490000.0,S,RT,2016-12-10
9255,South Yarra,1,u,955000.0,PI,Williams,2016-12-10
9256,South Yarra,1,u,380000.0,S,hockingstuart,2016-12-10
9257,South Yarra,4,h,,S,Jellis,2016-12-10
9258,South Yarra,2,u,601000.0,S,Biggin,2016-12-10
9259,South Yarra,1,u,450000.0,PI,hockingstuart,2017-02-11
9260,South Yarra,1,u,,SP,hockingstuart,2017-02-11
9261,South Yarra,1,u,407000.0,SP,hockingstuart,2017-02-11
9262,South Yarra,2,h,1500000.0,S,Castran,2016-06-12
9263,South Yarra,2,u,1030000.0,VB,Sotheby's,2016-06-12
9264,South Yarra,1,u,555000.0,S,Williams,2016-11-12
9265,South Yarra,4,h,5700000.0,S,Castran,2016-11-12
9266,South Yarra,1,u,,S,Sotheby's,2016-11-12
9267,South Yarra,3,h,2300000.0,PI,Williams,2016-11-12
9268,South Yarra,3,u,,S,Sotheby's,2016-11-12
9269,South Yarra,1,u,515000.0,SP,hockingstuart,2016-11-12
9270,South Yarra,3,h,2695000.0,PI,Marshall,2016-11-12
9271,South Yarra,3,h,2870000.0,S,Marshall,2016-11-12
9272,South Yarra,2,u,,PI,Allens,2016-11-12
9273,South Yarra,2,u,805000.0,S,Williams,2016-11-12
9274,South Yarra,2,t,,S,Jellis,2016-11-12
9275,South Yarra,2,u,370000.0,PI,Hodges,2016-11-12
9276,South Yarra,1,u,360000.0,VB,Owen,2016-11-12
9277,South Yarra,1,u,310000.0,PI,Buxton,2016-11-12
9278,South Yarra,4,h,2525000.0,PI,Marshall,2016-08-13
9279,South Yarra,2,h,1036500.0,S,hockingstuart,2016-08-13
9280,South Yarra,2,u,627500.0,S,hockingstuart,2016-08-13
9281,South Yarra,3,u,1072000.0,S,Kay,2016-08-13
9282,South Yarra,1,u,425000.0,PI,Biggin,2016-08-13
9283,South Yarra,3,h,,S,RT,2016-05-14
9284,South Yarra,1,u,330000.0,VB,Jellis,2016-05-14
9285,South Yarra,2,u,450000.0,VB,hockingstuart,2016-05-14
9286,South Yarra,2,u,550000.0,S,hockingstuart,2016-05-14
9287,South Yarra,1,u,400000.0,S,LITTLE,2016-05-14
9288,South Yarra,3,h,,SP,Kay,2016-05-14
9289,South Yarra,3,h,1700000.0,S,hockingstuart,2016-10-15
9290,South Yarra,2,u,613000.0,S,Kay,2016-10-15
9291,South Yarra,2,u,1240000.0,S,RT,2016-10-15
9292,South Yarra,2,u,832000.0,S,Williams,2016-10-15
9293,South Yarra,4,h,,SN,Kay,2016-10-15
9294,South Yarra,2,u,693000.0,S,Biggin,2016-10-15
9295,South Yarra,2,u,551000.0,S,Williams,2016-10-15
9296,South Yarra,3,u,740000.0,S,Biggin,2016-10-15
9297,South Yarra,3,h,2285000.0,S,Kay,2016-10-15
9298,South Yarra,3,h,3000000.0,VB,Marshall,2016-10-15
9299,South Yarra,1,u,450000.0,S,Hodges,2016-10-15
9300,South Yarra,2,u,515000.0,VB,Harrington,2016-04-16
9301,South Yarra,2,h,,SP,Jellis,2016-04-16
9302,South Yarra,3,u,805000.0,S,Kay,2016-09-17
9303,South Yarra,2,u,630000.0,S,Thomson,2016-09-17
9304,South Yarra,2,u,600000.0,S,Jellis,2016-09-17
9305,South Yarra,3,h,1780000.0,SP,Jellis,2016-09-17
9306,South Yarra,1,h,2115000.0,S,Marshall,2016-09-17
9307,South Yarra,1,u,,S,Marshall,2016-09-17
9308,South Yarra,1,u,523000.0,S,hockingstuart,2016-09-17
9309,South Yarra,2,t,1510000.0,S,Jellis,2017-03-18
9310,South Yarra,2,u,,SP,Biggin,2017-03-18
9311,South Yarra,4,u,2050000.0,VB,RT,2017-03-18
9312,South Yarra,3,h,,SS,Abercromby's,2017-03-18
9313,South Yarra,4,h,2600000.0,PI,Williams,2017-03-18
9314,South Yarra,2,h,,SN,Castran,2017-03-18
9315,South Yarra,1,u,320000.0,VB,Jellis,2017-03-18
9316,South Yarra,3,h,2395000.0,S,hockingstuart,2017-03-18
9317,South Yarra,2,u,,SN,Greg,2017-03-18
9318,South Yarra,2,u,920000.0,S,Wilson,2017-03-18
9319,South Yarra,3,h,,S,Jellis,2016-06-18
9320,South Yarra,1,u,400000.0,S,hockingstuart,2016-06-18
9321,South Yarra,3,h,1810000.0,S,hockingstuart,2016-06-18
9322,South Yarra,3,h,,S,Jellis,2016-06-18
9323,South Yarra,1,u,612000.0,S,hockingstuart,2016-06-18
9324,South Yarra,1,u,,S,hockingstuart,2016-11-19
9325,South Yarra,4,h,4700000.0,VB,Kay,2016-11-19
9326,South Yarra,1,u,480000.0,PI,Williams,2016-11-19
9327,South Yarra,1,u,567500.0,S,hockingstuart,2016-11-19
9328,South Yarra,1,u,540000.0,S,hockingstuart,2016-05-22
9329,South Yarra,2,u,803000.0,S,hockingstuart,2016-05-22
9330,South Yarra,3,t,2010000.0,VB,Kay,2016-05-22
9331,South Yarra,3,h,1945000.0,S,Jellis,2016-05-22
9332,South Yarra,3,h,906000.0,S,Jellis,2016-05-22
9333,South Yarra,3,u,990000.0,S,hockingstuart,2016-05-22
9334,South Yarra,1,u,367000.0,S,hockingstuart,2016-05-22
9335,South Yarra,1,u,403500.0,S,Williams,2016-08-22
9336,South Yarra,2,h,1130000.0,S,hockingstuart,2016-08-22
9337,South Yarra,2,u,500000.0,VB,Abercromby's,2016-08-22
9338,South Yarra,4,h,2300000.0,VB,Kay,2016-04-23
9339,South Yarra,1,u,310000.0,SP,hockingstuart,2016-04-23
9340,South Yarra,2,h,,S,Fletchers,2016-09-24
9341,South Yarra,2,h,1100000.0,VB,Fletchers,2016-09-24
9342,South Yarra,1,u,410000.0,S,hockingstuart,2016-09-24
9343,South Yarra,3,h,2682000.0,SA,Domain,2016-09-24
9344,South Yarra,3,h,1125000.0,PI,Thomson,2016-09-24
9345,South Yarra,2,u,,S,Marshall,2016-09-24
9346,South Yarra,2,u,840000.0,S,Beller,2017-02-25
9347,South Yarra,6,u,,SN,hockingstuart,2017-02-25
9348,South Yarra,3,u,,SN,hockingstuart,2017-02-25
9349,South Yarra,3,h,1400000.0,VB,Marshall,2017-02-25
9350,South Yarra,3,h,2710000.0,S,Jellis,2017-02-25
9351,South Yarra,1,u,370000.0,S,Williams,2017-02-25
9352,South Yarra,2,u,635000.0,S,Beller,2017-02-25
9353,South Yarra,2,u,680500.0,S,Williams,2017-02-25
9354,South Yarra,3,h,1800000.0,VB,Jellis,2017-02-25
9355,South Yarra,1,u,280000.0,PI,Marshall,2017-02-25
9356,South Yarra,1,u,,SN,hockingstuart,2017-02-25
9357,South Yarra,2,u,613000.0,S,hockingstuart,2016-07-26
9358,South Yarra,2,u,520000.0,SP,hockingstuart,2016-07-26
9359,South Yarra,2,u,827000.0,S,hockingstuart,2016-07-26
9360,South Yarra,2,u,,SP,Williams,2016-06-27
9361,South Yarra,1,u,510000.0,SP,hockingstuart,2016-06-27
9362,South Yarra,2,h,1200000.0,PI,Jellis,2016-06-27
9363,South Yarra,1,u,661000.0,S,Williams,2016-06-27
9364,South Yarra,2,u,480000.0,S,Ray,2016-06-27
9365,South Yarra,3,h,,SN,hockingstuart,2016-06-27
9366,South Yarra,1,u,,VB,hockingstuart,2016-06-27
9367,South Yarra,2,u,660000.0,S,hockingstuart,2016-06-27
9368,South Yarra,2,u,,SN,hockingstuart,2016-11-27
9369,South Yarra,2,u,470000.0,VB,Jellis,2016-11-27
9370,South Yarra,2,u,621500.0,S,hockingstuart,2016-11-27
9371,South Yarra,2,u,,SP,Jellis,2016-11-27
9372,South Yarra,3,h,1750000.0,PI,Kay,2016-11-27
9373,South Yarra,4,h,2667000.0,S,Kay,2016-11-27
9374,South Yarra,3,h,2200000.0,PI,Jellis,2016-11-27
9375,South Yarra,3,h,1700000.0,S,Morrison,2016-11-27
9376,South Yarra,3,h,1056800.0,S,Jellis,2016-05-28
9377,South Yarra,1,u,495000.0,S,hockingstuart,2016-05-28
9378,South Yarra,3,h,2400000.0,PI,Williams,2016-05-28
9379,South Yarra,1,u,410000.0,S,Biggin,2016-05-28
9380,South Yarra,3,h,,S,Jellis,2016-05-28
9381,South Yarra,2,h,,S,hockingstuart,2016-05-28
9382,South Yarra,1,u,260800.0,S,Williams,2016-05-28
9383,South Yarra,2,t,,SN,Besser,2016-05-28
9384,South Yarra,2,h,1200000.0,S,LITTLE,2016-05-28
9385,South Yarra,3,h,1540000.0,S,Marshall,2016-05-28
9386,South Yarra,2,u,,SP,Kay,2016-08-28
9387,South Yarra,1,u,460000.0,S,Marshall,2016-08-28
9388,South Yarra,2,u,826000.0,S,Jellis,2016-08-28
9389,South Yarra,1,u,,VB,hockingstuart,2016-08-28
9390,South Yarra,2,u,910000.0,S,Williams,2016-08-28
9391,South Yarra,3,t,1715000.0,S,Williams,2016-08-28
9392,South Yarra,3,h,1700000.0,SP,Biggin,2016-08-28
9393,South Yarra,2,u,505000.0,S,LITTLE,2016-07-30
9394,South Yarra,1,u,557000.0,SP,Biggin,2016-07-30
9395,South Yarra,1,u,330000.0,PI,Dingle,2016-07-30
9396,South Yarra,1,u,687000.0,S,Kay,2016-07-30
9397,South Yarra,1,u,300000.0,PI,LITTLE,2016-07-30
9398,Southbank,3,u,720000.0,S,VICPROP,2016-09-03
9399,Southbank,1,u,,PN,Inner,2016-02-04
9400,Southbank,1,u,385500.0,S,LITTLE,2017-03-04
9401,Southbank,2,u,685000.0,S,hockingstuart,2017-03-04
9402,Southbank,3,u,868000.0,SP,Greg,2016-06-04
9403,Southbank,2,u,590000.0,S,Marshall,2016-06-04
9404,Southbank,2,u,530000.0,VB,Greg,2016-06-04
9405,Southbank,2,u,,W,Edward,2016-08-06
9406,Southbank,2,u,650000.0,VB,Marshall,2016-08-06
9407,Southbank,4,u,990000.0,S,Ray,2016-05-07
9408,Southbank,2,u,623000.0,S,Cayzer,2016-05-07
9409,Southbank,2,u,592500.0,S,Ray,2016-05-07
9410,Southbank,2,u,,PI,Alexkarbon,2016-05-07
9411,Southbank,2,u,600000.0,S,Greg,2016-11-07
9412,Southbank,2,u,485000.0,PI,Dingle,2016-09-10
9413,Southbank,1,u,455000.0,S,Greg,2017-02-11
9414,Southbank,2,u,,PI,Fletchers,2017-02-11
9415,Southbank,2,u,569000.0,S,MICM,2017-03-11
9416,Southbank,3,h,1220000.0,S,Greg,2016-11-12
9417,Southbank,4,u,1250000.0,S,Kay,2016-11-12
9418,Southbank,2,u,430000.0,PI,Dingle,2016-11-12
9419,Southbank,2,u,380000.0,PI,Greg,2016-08-13
9420,Southbank,3,u,,PN,Morleys,2016-05-14
9421,Southbank,1,u,480000.0,VB,Greg,2016-05-14
9422,Southbank,1,u,425000.0,VB,Greg,2016-04-16
9423,Southbank,2,h,815000.0,SP,Cayzer,2016-07-16
9424,Southbank,3,u,740000.0,VB,Greg,2016-07-16
9425,Southbank,2,u,580000.0,VB,Whiting,2017-03-18
9426,Southbank,1,u,415000.0,PI,Greg,2016-06-18
9427,Southbank,3,h,700000.0,VB,Cayzer,2016-06-18
9428,Southbank,2,u,660000.0,S,RT,2016-11-19
9429,Southbank,2,u,622500.0,S,hockingstuart,2016-05-22
9430,Southbank,1,u,,VB,Greg,2016-05-22
9431,Southbank,1,u,,PN,Inner,2016-08-22
9432,Southbank,2,u,690000.0,S,Greg,2016-04-23
9433,Southbank,3,u,,VB,hockingstuart,2016-04-23
9434,Southbank,3,u,,PN,LITTLE,2016-09-24
9435,Southbank,2,u,800000.0,PI,Marshall,2016-09-24
9436,Southbank,2,u,540000.0,S,Dingle,2016-09-24
9437,Southbank,2,u,,PI,Greg,2016-05-28
9438,Southbank,1,u,370000.0,VB,Dingle,2016-07-30
9439,Southbank,3,u,720000.0,VB,VICPROP,2016-07-30
9440,Spotswood,3,h,1040000.0,S,hockingstuart,2016-09-03
9441,Spotswood,4,t,,PI,hockingstuart,2016-12-03
9442,Spotswood,1,u,1015000.0,S,Douglas,2017-03-04
9443,Spotswood,4,t,882500.0,SP,Sweeney,2017-03-04
9444,Spotswood,3,h,855000.0,S,RT,2016-08-06
9445,Spotswood,2,h,832500.0,S,Jas,2016-05-07
9446,Spotswood,2,h,850000.0,S,Jas,2016-10-08
9447,Spotswood,3,h,1080000.0,S,Jas,2016-09-10
9448,Spotswood,4,h,1170000.0,VB,Jas,2016-12-10
9449,Spotswood,3,h,927000.0,S,Williams,2016-06-12
9450,Spotswood,3,t,845000.0,PI,Village,2016-11-12
9451,Spotswood,4,h,850000.0,VB,RT,2016-11-12
9452,Spotswood,3,h,831000.0,S,Biggin,2016-04-16
9453,Spotswood,3,h,835000.0,S,Williams,2016-09-17
9454,Spotswood,4,t,840000.0,S,Jas,2016-09-17
9455,Spotswood,2,u,466000.0,SP,Jas,2017-03-18
9456,Spotswood,2,h,680000.0,S,Sweeney,2017-03-18
9457,Spotswood,4,h,1315000.0,S,hockingstuart,2016-06-18
9458,Spotswood,3,h,1035000.0,S,Jas,2016-11-19
9459,Spotswood,4,h,1161000.0,S,Williams,2017-02-25
9460,Spotswood,3,h,775000.0,S,McGrath,2017-02-25
9461,Spotswood,3,h,1016000.0,SP,Jas,2016-07-26
9462,Spotswood,3,h,690000.0,S,Biggin,2016-06-27
9463,Spotswood,3,h,1070000.0,S,Village,2016-11-27
9464,Spotswood,4,h,,SP,Village,2016-11-27
9465,Spotswood,4,h,871500.0,PI,Jas,2016-08-28
9466,St Kilda,4,h,,PI,Marshall,2016-09-03
9467,St Kilda,2,u,509000.0,S,hockingstuart,2016-09-03
9468,St Kilda,4,h,2400000.0,VB,hockingstuart,2016-09-03
9469,St Kilda,1,u,380000.0,PI,McGrath,2016-09-03
9470,St Kilda,2,u,502000.0,S,Gary,2016-09-03
9471,St Kilda,2,h,,S,hockingstuart,2016-09-03
9472,St Kilda,4,h,,S,hockingstuart,2016-09-03
9473,St Kilda,1,u,,PI,hockingstuart,2016-09-03
9474,St Kilda,2,u,671000.0,S,hockingstuart,2016-12-03
9475,St Kilda,2,u,430000.0,S,Woodards,2016-12-03
9476,St Kilda,2,u,770000.0,PI,hockingstuart,2016-12-03
9477,St Kilda,2,h,1650000.0,S,Abercromby's,2016-12-03
9478,St Kilda,2,u,640000.0,S,hockingstuart,2016-12-03
9479,St Kilda,3,h,1500000.0,PI,Marshall,2016-12-03
9480,St Kilda,2,u,602000.0,S,Wilson,2016-12-03
9481,St Kilda,3,h,1915000.0,S,Marshall,2016-12-03
9482,St Kilda,2,u,485000.0,SP,McGrath,2016-12-03
9483,St Kilda,2,u,575000.0,SP,hockingstuart,2016-12-03
9484,St Kilda,2,u,695000.0,SP,Biggin,2016-12-03
9485,St Kilda,2,u,,SP,Buxton,2016-12-03
9486,St Kilda,1,u,410000.0,SP,Buxton,2016-12-03
9487,St Kilda,2,u,,PI,iTRAK,2016-02-04
9488,St Kilda,2,u,495000.0,PI,Buxton,2017-03-04
9489,St Kilda,5,h,2000000.0,VB,Wilson,2017-03-04
9490,St Kilda,2,u,500000.0,S,Wilson,2017-03-04
9491,St Kilda,2,u,690000.0,S,McGrath,2017-03-04
9492,St Kilda,2,u,530000.0,PI,Buxton,2017-03-04
9493,St Kilda,3,h,1891000.0,S,Marshall,2017-03-04
9494,St Kilda,2,h,1000000.0,S,hockingstuart,2017-03-04
9495,St Kilda,4,h,2000000.0,VB,Gary,2017-03-04
9496,St Kilda,4,h,2220000.0,S,hockingstuart,2017-03-04
9497,St Kilda,5,h,,S,Marshall,2017-03-04
9498,St Kilda,3,u,1500000.0,VB,Castran,2017-03-04
9499,St Kilda,4,h,2455000.0,S,Frank,2017-03-04
9500,St Kilda,3,h,2000000.0,VB,Wilson,2017-03-04
9501,St Kilda,1,u,500000.0,SP,Biggin,2017-03-04
9502,St Kilda,2,u,685000.0,S,Greg,2017-03-04
9503,St Kilda,1,u,380000.0,S,Whiting,2016-06-04
9504,St Kilda,2,u,465000.0,S,Marshall,2016-06-04
9505,St Kilda,3,u,616000.0,S,Pride,2016-06-04
9506,St Kilda,1,u,211000.0,S,Gary,2016-08-06
9507,St Kilda,2,h,875000.0,S,Noel,2016-08-06
9508,St Kilda,1,u,440000.0,SP,hockingstuart,2016-08-06
9509,St Kilda,3,u,1110000.0,S,Kay,2016-08-06
9510,St Kilda,1,u,,PI,hockingstuart,2016-05-07
9511,St Kilda,2,u,527000.0,SP,McGrath,2016-05-07
9512,St Kilda,3,u,610000.0,S,hockingstuart,2016-05-07
9513,St Kilda,1,u,285000.0,S,Gary,2016-05-07
9514,St Kilda,1,u,400000.0,VB,Gary,2016-05-07
9515,St Kilda,3,h,,SN,McGrath,2016-05-07
9516,St Kilda,2,u,610000.0,PI,Jellis,2016-05-07
9517,St Kilda,1,u,,PI,Dingle,2016-05-07
9518,St Kilda,1,u,450000.0,SP,McGrath,2016-05-07
9519,St Kilda,1,u,451000.0,S,McGrath,2016-11-07
9520,St Kilda,2,u,697500.0,S,hockingstuart,2016-11-07
9521,St Kilda,3,t,1400000.0,VB,McGrath,2016-11-07
9522,St Kilda,2,u,455000.0,S,Domain,2016-11-07
9523,St Kilda,2,u,465000.0,SP,Gary,2016-11-07
9524,St Kilda,1,u,,W,hockingstuart,2016-11-07
9525,St Kilda,2,u,1010000.0,S,Pride,2016-10-08
9526,St Kilda,2,u,487500.0,S,Pride,2016-10-08
9527,St Kilda,1,u,459000.0,SP,Gary,2016-10-08
9528,St Kilda,1,u,395000.0,SP,Buxton,2016-09-10
9529,St Kilda,2,u,560000.0,S,Rodney,2016-09-10
9530,St Kilda,3,h,2027500.0,S,Marshall,2016-09-10
9531,St Kilda,2,u,520000.0,PI,Marshall,2016-09-10
9532,St Kilda,3,h,2720000.0,S,Marshall,2016-09-10
9533,St Kilda,3,u,,SP,McGrath,2016-09-10
9534,St Kilda,2,u,542500.0,PI,McGrath,2016-09-10
9535,St Kilda,1,u,370500.0,S,hockingstuart,2016-12-10
9536,St Kilda,5,h,5046000.0,S,Abercromby's,2016-12-10
9537,St Kilda,1,u,385000.0,PI,hockingstuart,2016-12-10
9538,St Kilda,3,h,1900000.0,S,Pride,2016-12-10
9539,St Kilda,2,u,,SP,Buxton,2016-12-10
9540,St Kilda,1,u,475000.0,SP,Buxton,2017-02-11
9541,St Kilda,2,u,390000.0,VB,Buxton,2017-02-11
9542,St Kilda,1,u,500000.0,VB,Buxton,2017-02-11
9543,St Kilda,2,u,730000.0,VB,Wilson,2017-02-11
9544,St Kilda,4,h,,VB,Marshall,2017-03-11
9545,St Kilda,3,h,,S,Marshall,2016-06-12
9546,St Kilda,2,u,571000.0,S,Whiting,2016-06-12
9547,St Kilda,2,u,690000.0,VB,hockingstuart,2016-06-12
9548,St Kilda,1,u,430000.0,SP,Buxton,2016-11-12
9549,St Kilda,1,u,420000.0,SP,Wilson,2016-11-12
9550,St Kilda,1,u,392000.0,S,hockingstuart,2016-11-12
9551,St Kilda,4,h,1900000.0,PI,Wilson,2016-11-12
9552,St Kilda,2,u,590000.0,S,Buxton/Advantage,2016-11-12
9553,St Kilda,2,u,570000.0,S,Pride,2016-11-12
9554,St Kilda,2,u,510000.0,PI,hockingstuart,2016-11-12
9555,St Kilda,2,u,,PI,McGrath,2016-11-12
9556,St Kilda,2,u,540000.0,SP,McGrath,2016-08-13
9557,St Kilda,2,u,475000.0,SP,McGrath,2016-08-13
9558,St Kilda,1,u,335000.0,SP,Wilson,2016-08-13
9559,St Kilda,2,u,570000.0,PI,Buxton,2016-05-14
9560,St Kilda,2,u,561000.0,S,hockingstuart,2016-05-14
9561,St Kilda,2,h,1160000.0,SP,Buxton,2016-05-14
9562,St Kilda,2,u,400000.0,PI,Biggin,2016-05-14
9563,St Kilda,2,u,637000.0,S,McGrath,2016-05-14
9564,St Kilda,2,h,1220000.0,S,Jellis,2016-05-14
9565,St Kilda,3,h,920000.0,PI,Marshall,2016-10-15
9566,St Kilda,1,u,330000.0,SA,hockingstuart,2016-10-15
9567,St Kilda,1,u,579000.0,S,hockingstuart,2016-10-15
9568,St Kilda,2,u,503500.0,S,Buxton,2016-04-16
9569,St Kilda,1,u,511000.0,S,McGrath,2016-04-16
9570,St Kilda,2,u,580000.0,PI,McGrath,2016-04-16
9571,St Kilda,1,u,360000.0,S,McGrath,2016-07-16
9572,St Kilda,1,u,,SP,Biggin,2016-07-16
9573,St Kilda,1,u,320000.0,VB,LITTLE,2016-07-16
9574,St Kilda,3,t,1295000.0,S,Rodney,2016-07-16
9575,St Kilda,2,u,481000.0,S,Gary,2016-07-16
9576,St Kilda,2,u,,SP,Buxton,2017-03-18
9577,St Kilda,3,h,1120000.0,PI,hockingstuart,2017-03-18
9578,St Kilda,2,h,1300000.0,S,Greg,2017-03-18
9579,St Kilda,1,u,400000.0,VB,Whiting,2017-03-18
9580,St Kilda,2,u,582000.0,S,Gary,2017-03-18
9581,St Kilda,1,u,1210000.0,PI,Buxton,2017-03-18
9582,St Kilda,1,u,366000.0,S,hockingstuart,2017-03-18
9583,St Kilda,2,h,808000.0,S,Biggin,2017-03-18
9584,St Kilda,3,h,1315000.0,S,Gary,2017-03-18
9585,St Kilda,2,h,1316000.0,S,Gary,2017-03-18
9586,St Kilda,2,u,640000.0,S,Gary,2017-03-18
