trans_date_trans_time,merchant,category,amt,city,state
19-02-2020 03:45,Bartoletti-Wunsch,gas_transport,18.86,Weeping Water,NE
19-02-2020 22:41,"""Tillman, Fritsch and Schmitt""",misc_net,749.12,Weeping Water,NE
19-02-2020 23:17,"""Baumbach, Feeney and Mo""",shopping_net,1048.8,Weeping Water,NE
19-02-2020 23:46,Dooley-Thompson,misc_net,852.75,Weeping Water,NE
20-02-2020 00:12,Kiehn-Emmerich,grocery_pos,300.37,Weeping Water,NE
20-02-2020 01:36,DuBuque LLC,grocery_pos,339.39,Weeping Water,NE
20-02-2020 01:37,Hackett-Lueilwitz,grocery_pos,330.07,Weeping Water,NE
20-02-2020 01:39,Goodwin-Nitzsche,grocery_pos,312.44,Weeping Water,NE
20-02-2020 23:52,Kerluke Inc,misc_net,952.71,Weeping Water,NE
22-02-2020 01:28,"""Jenkins, Hauck and Friesen""",gas_transport,11.92,Carroll,NE
22-02-2020 03:56,Padberg-Welch,grocery_pos,277.43,Carroll,NE
22-02-2020 23:04,"""Ferry, Lynch and Kautze""",misc_net,758.93,Carroll,NE
22-02-2020 23:08,Miller-Harris,misc_net,831.25,Carroll,NE
22-02-2020 23:32,Beier-Hyatt,shopping_pos,753.34,Carroll,NE
23-02-2020 01:07,Bernhard Inc,gas_transport,13.81,Carroll,NE
23-02-2020 01:49,Heller-Langosh,gas_transport,11.15,Carroll,NE
23-02-2020 10:53,Rutherford-Mertz,grocery_pos,292.64,High Rolls Mountain Park,NM
23-02-2020 22:42,Gerlach Inc,shopping_net,1170.45,Carroll,NE
23-02-2020 23:07,Rempel Inc,shopping_net,891.66,Carroll,NE
23-02-2020 23:21,Brown PLC,misc_net,715.01,Carroll,NE
23-02-2020 23:23,Kozey-McDermott,travel,12.32,Carroll,NE
23-02-2020 23:26,Conroy Lt,shopping_pos,779.75,Carroll,NE
23-02-2020 23:40,"""Romaguera, Cruickshank and Greenholt""",shopping_net,1010.72,High Rolls Mountain Park,NM
23-02-2020 23:40,"""Roob, Conn and Tremblay""",shopping_pos,848.7,High Rolls Mountain Park,NM
23-02-2020 23:47,Doyle Lt,grocery_pos,338.44,High Rolls Mountain Park,NM
23-02-2020 23:51,Crona and Sons,kids_pets,18.01,Carroll,NE
23-02-2020 23:56,Gleason-Macejkovic,shopping_net,1070.81,High Rolls Mountain Park,NM
24-02-2020 02:42,Dicki Lt,grocery_net,12.73,High Rolls Mountain Park,NM
24-02-2020 22:56,"""Tillman, Fritsch and Schmitt""",misc_net,759.92,High Rolls Mountain Park,NM
24-02-2020 23:24,Stiedemann Inc,misc_pos,50.26,High Rolls Mountain Park,NM
24-02-2020 23:24,Kerluke-Abshire,shopping_net,1071.55,High Rolls Mountain Park,NM
24-02-2020 23:27,"""Tillman, Fritsch and Schmitt""",misc_net,844.8,High Rolls Mountain Park,NM
24-02-2020 23:59,Kerluke-Abshire,shopping_net,989.44,High Rolls Mountain Park,NM
27-02-2020 01:56,"""Heller, Gutmann and Zieme""",grocery_pos,286.4,Los Angeles,CA
27-02-2020 02:15,"""Rowe, Batz and Goodwin""",grocery_pos,314.47,Los Angeles,CA
27-02-2020 16:09,Hammes-Beatty,kids_pets,22.98,Los Angeles,CA
27-02-2020 16:09,"""Kerluke, Considine and Macejkovic""",misc_net,763.37,Los Angeles,CA
27-02-2020 22:15,Kerluke-Abshire,shopping_net,1029.22,Los Angeles,CA
27-02-2020 23:29,Kuphal-Predovic,misc_net,672.71,Los Angeles,CA
28-02-2020 01:51,Friesen-Stamm,gas_transport,17.3,Mendon,UT
28-02-2020 02:56,"""Swift, Bradtke and Marquardt""",grocery_net,12.6,Mendon,UT
28-02-2020 18:06,"""Baumbach, Strosin and Nicolas""",shopping_pos,932.02,Los Angeles,CA
28-02-2020 20:51,"""Quitzon, Green and Bashirian""",shopping_pos,873.31,Los Angeles,CA
28-02-2020 21:34,Lebsack and Sons,misc_net,847.22,Los Angeles,CA
28-02-2020 23:59,"""Douglas, Schneider and Turne""",shopping_pos,870.25,Mendon,UT
01-03-2020 00:23,Miller-Hauck,grocery_pos,321.73,Red River,NM
01-03-2020 00:31,"""Goldner, Kovacek and Abbott""",grocery_pos,317.09,Mendon,UT
01-03-2020 01:27,"""Osinski, Ledner and Leuschke""",grocery_pos,306.45,Mendon,UT
01-03-2020 01:36,Gerlach Inc,shopping_net,1124.48,Red River,NM
01-03-2020 02:20,Doyle Lt,grocery_pos,376.59,Red River,NM
01-03-2020 03:26,Bogisich Inc,grocery_pos,299.02,Mendon,UT
01-03-2020 06:15,"""Langworth, Boehm and Gulgowski""",shopping_net,1113.79,Red River,NM
01-03-2020 10:02,Kunze Inc,grocery_pos,326.86,Mendon,UT
01-03-2020 16:22,Lebsack and Sons,misc_net,845.41,Mendon,UT
01-03-2020 22:34,Veum-Koelpin,travel,8.58,Red River,NM
01-03-2020 23:10,Koepp-Witting,grocery_pos,317.53,Mendon,UT
01-03-2020 23:38,Nolan-Williamson,kids_pets,20.41,Red River,NM
02-03-2020 00:38,Jast Lt,shopping_net,1055.35,Red River,NM
02-03-2020 01:49,"""Greenholt, O'Hara and Balistreri""",shopping_net,786.02,Red River,NM
02-03-2020 02:26,"""Turner, Ruecker and Parisian""",misc_pos,735.44,Red River,NM
02-03-2020 02:44,"""Stroman, Hudson and Erdman""",gas_transport,11.1,Red River,NM
02-03-2020 03:14,Bradtke PLC,grocery_pos,341.3,Red River,NM
02-03-2020 03:21,Kassulke PLC,shopping_net,1073.89,Red River,NM
02-03-2020 22:17,Watsica LLC,personal_care,21.24,Red River,NM
02-03-2020 22:27,"""Feil, Hilpert and Koss""",food_dining,111.61,Red River,NM
03-03-2020 02:21,"""Heller, Gutmann and Zieme""",grocery_pos,331.0,Oakland,CA
03-03-2020 10:56,McGlynn-Heathcote,misc_net,881.09,Oakland,CA
03-03-2020 16:17,Jewess LLC,shopping_pos,900.4,Oakland,CA
03-03-2020 22:01,"""Baumbach, Strosin and Nicolas""",shopping_pos,876.6,Oakland,CA
03-03-2020 22:23,"""Schmeler, Bashirian and Price""",shopping_net,953.89,Oakland,CA
03-03-2020 23:00,"""Boehm, Predovic and Reinge""",misc_pos,8.78,Oakland,CA
03-03-2020 23:45,Price Inc,shopping_net,1033.53,Oakland,CA
04-03-2020 09:54,Doyle Lt,grocery_pos,319.55,Oakland,CA
04-03-2020 23:21,Kerluke Inc,misc_net,796.55,Oakland,CA
07-03-2020 08:24,Heller-Langosh,gas_transport,22.22,Clarksville,MO
08-03-2020 00:58,Friesen-Stamm,gas_transport,18.96,Clarksville,MO
08-03-2020 22:22,"""Mosciski, Ziemann and Farrell""",shopping_net,1087.53,Clarksville,MO
08-03-2020 22:49,Gerlach Inc,shopping_net,991.22,Clarksville,MO
12-03-2020 03:37,"""Connelly, Reichert and Fritsch""",gas_transport,8.54,Athena,OR
12-03-2020 03:40,Bogisich Inc,grocery_pos,272.4,Athena,OR
12-03-2020 23:06,"""Willms, Kris and Bergnaum""",shopping_pos,746.73,Athena,OR
13-03-2020 09:26,Erdman-Kertzmann,gas_transport,10.19,Dumont,CO
13-03-2020 22:00,Wolf Inc,grocery_pos,297.64,Athena,OR
13-03-2020 22:18,"""Stanton, Jakubowski and Baumbach""",shopping_net,859.91,Athena,OR
13-03-2020 22:47,Christiansen-Gusikowski,misc_pos,9.63,Athena,OR
13-03-2020 23:12,Auer-West,shopping_net,1061.19,Athena,OR
13-03-2020 23:13,Kerluke-Abshire,shopping_net,899.68,Athena,OR
13-03-2020 23:46,"""Schneider, Hayes and Nikolaus""",food_dining,109.53,Dumont,CO
14-03-2020 03:41,Luettgen PLC,gas_transport,9.36,Dumont,CO
14-03-2020 22:23,Kunze Inc,grocery_pos,327.9,Dumont,CO
14-03-2020 22:24,"""Zboncak, Rowe and Murazik""",shopping_net,1073.2,Dumont,CO
14-03-2020 22:32,Lockman Lt,grocery_pos,368.47,Dumont,CO
14-03-2020 22:52,Waters-Cruickshank,health_fitness,20.68,Dumont,CO
14-03-2020 23:18,Jaskolski-Vandervort,misc_net,638.58,Dumont,CO
15-03-2020 01:53,Emard Inc,gas_transport,16.44,Ashford,WA
15-03-2020 03:59,"""Kovacek, Dibbert and Ondrick""",grocery_pos,325.92,Ashford,WA
15-03-2020 23:22,"""Cormier, Stracke and Thiel""",entertainment,541.87,Ashford,WA
15-03-2020 23:25,Schuppe LLC,entertainment,580.75,Ashford,WA
15-03-2020 23:47,"""Wuckert, Wintheiser and Friesen""",home,368.65,Ashford,WA
15-03-2020 23:49,"""Haley, Jewess and Bechtel""",shopping_pos,824.08,Ashford,WA
15-03-2020 23:59,"""Romaguera, Cruickshank and Greenholt""",shopping_net,962.97,Ashford,WA
16-03-2020 01:30,"""Wintheiser, Dietrich and Schimmel""",misc_pos,816.56,Bay City,OR
16-03-2020 01:46,Koss and Sons,gas_transport,20.41,Ashford,WA
16-03-2020 02:08,Murray-Smitham,grocery_pos,321.43,Ashford,WA
16-03-2020 02:37,"""Parisian, Schiller and Altenwerth""",misc_net,667.18,Bay City,OR
16-03-2020 03:07,Buckridge PLC,misc_pos,858.02,Bay City,OR
16-03-2020 15:32,Hammes-Beatty,kids_pets,22.0,Bay City,OR
16-03-2020 22:12,"""Moore, Williamson and Emmerich""",home,260.45,Bay City,OR
16-03-2020 22:25,Windler LLC,kids_pets,9.77,Ashford,WA
16-03-2020 22:27,"""Lowe, Dietrich and Erdman""",kids_pets,17.52,Bay City,OR
16-03-2020 22:34,"""Schmeler, Bashirian and Price""",shopping_net,861.79,Ashford,WA
16-03-2020 23:38,Smith-Stokes,misc_pos,50.83,Ashford,WA
17-03-2020 00:31,Christiansen-Gusikowski,misc_pos,723.97,Bay City,OR
17-03-2020 00:43,Lesch Lt,shopping_pos,965.83,Bay City,OR
17-03-2020 02:26,Pacocha-O'Reilly,grocery_pos,354.03,Bay City,OR
17-03-2020 23:02,Champlin and Sons,home,218.81,Bay City,OR
17-03-2020 23:03,Ernser-Feest,home,240.55,Bay City,OR
17-03-2020 23:14,Kautzer and Sons,personal_care,20.68,Bay City,OR
17-03-2020 23:21,Pollich LLC,home,260.23,Bay City,OR
17-03-2020 23:49,Macejkovic-Lesch,shopping_pos,1065.68,Bay City,OR
17-03-2020 23:55,Abbott-Steube,personal_care,19.36,Bay City,OR
30-03-2020 01:03,"""Huel, Hammes and Witting""",grocery_pos,324.04,Iliff,CO
30-03-2020 01:50,"""Moen, Reinger and Murphy""",grocery_pos,317.33,Iliff,CO
30-03-2020 23:11,"""Rowe, Batz and Goodwin""",grocery_pos,324.86,Iliff,CO
30-03-2020 23:57,"""Stanton, Jakubowski and Baumbach""",shopping_net,983.79,Iliff,CO
31-03-2020 00:36,Rau and Sons,grocery_pos,311.93,Sacramento,CA
31-03-2020 22:01,"""Stehr, Jewess and Schimmel""",misc_net,873.51,Sacramento,CA
31-03-2020 22:04,"""Schuppe, Nolan and Hoege""",shopping_pos,968.48,Sacramento,CA
31-03-2020 22:16,Dooley-Thompson,misc_net,648.73,Sacramento,CA
31-03-2020 22:38,Doyle Lt,grocery_pos,320.96,Iliff,CO
31-03-2020 22:46,"""Reichert, Huels and Hoppe""",shopping_net,974.08,Sacramento,CA
31-03-2020 22:53,"""Schneider, Hayes and Nikolaus""",food_dining,112.24,Iliff,CO
31-03-2020 22:56,"""Parisian, Schiller and Altenwerth""",misc_net,818.45,Iliff,CO
31-03-2020 23:33,"""Schuppe, Nolan and Hoege""",shopping_pos,1015.13,Sacramento,CA
31-03-2020 23:42,"""Nicolas, Hills and McGlynn""",entertainment,366.76,Sacramento,CA
01-04-2020 23:35,Bernhard-Lesch,food_dining,133.62,Sacramento,CA
07-04-2020 01:00,Kunze Inc,grocery_pos,302.47,Buellton,CA
07-04-2020 02:07,McDermott-Weimann,grocery_pos,281.2,Buellton,CA
07-04-2020 03:58,Prohaska-Murray,gas_transport,9.79,Buellton,CA
07-04-2020 23:29,Koepp-Parke,grocery_pos,299.63,Buellton,CA
07-04-2020 23:30,Kuhic LLC,shopping_net,1084.6,Buellton,CA
08-04-2020 17:31,Weber and Sons,food_dining,140.03,Buellton,CA
08-04-2020 23:10,"""Schoen, Kuphal and Nitzsche""",grocery_pos,306.69,Buellton,CA
08-04-2020 23:56,Bode-Rempel,kids_pets,20.12,Buellton,CA
09-04-2020 03:23,Wisozk and Sons,misc_pos,8.16,Superior,AZ
09-04-2020 03:46,"""Little, Gutmann and Lynch""",shopping_net,1072.55,Superior,AZ
09-04-2020 03:48,"""Baumbach, Feeney and Mo""",shopping_net,1053.71,Superior,AZ
09-04-2020 19:49,Bahringer Group,health_fitness,23.05,Superior,AZ
09-04-2020 22:09,"""Schiller, Blanda and Johnson""",home,238.7,Superior,AZ
09-04-2020 23:31,"""Hahn, Douglas and Schowalte""",travel,10.76,Superior,AZ
09-04-2020 23:56,"""Gutmann, McLaughlin and Wiz""",home,246.18,Superior,AZ
13-04-2020 01:13,Schamberger-O'Keefe,grocery_pos,302.31,Norwalk,CA
13-04-2020 02:15,Kilback LLC,grocery_pos,274.87,Norwalk,CA
13-04-2020 16:49,"""Romaguera, Cruickshank and Greenholt""",shopping_net,778.52,Norwalk,CA
13-04-2020 22:13,Pouros-Conroy,shopping_pos,738.3,Norwalk,CA
14-04-2020 00:52,Schmeler Inc,misc_pos,911.8,North Loup,NE
14-04-2020 02:11,"""Goldner, Kovacek and Abbott""",grocery_pos,321.35,Norwalk,CA
14-04-2020 02:27,Lockman Lt,grocery_pos,320.52,Norwalk,CA
14-04-2020 03:36,McDermott-Weimann,grocery_pos,350.28,North Loup,NE
14-04-2020 22:54,Little Lt,kids_pets,19.85,North Loup,NE
14-04-2020 23:02,Hills-Witting,shopping_net,952.38,Norwalk,CA
14-04-2020 23:19,Roob-Okunev,health_fitness,18.96,North Loup,NE
14-04-2020 23:35,Emmerich-R,personal_care,20.56,North Loup,NE
14-04-2020 23:38,Beier-Hyatt,shopping_pos,828.82,North Loup,NE
14-04-2020 23:43,Stark-Koss,home,248.93,North Loup,NE
14-04-2020 23:58,"""Witting, Beer and Ernse""",home,201.97,North Loup,NE
15-04-2020 00:35,Predovic Inc,shopping_net,1022.39,North Loup,NE
15-04-2020 00:49,"""Moen, Reinger and Murphy""",grocery_pos,361.45,North Loup,NE
15-04-2020 01:50,"""Kovacek, Dibbert and Ondrick""",grocery_pos,367.43,North Loup,NE
15-04-2020 01:58,"""Boehm, Predovic and Reinge""",misc_pos,747.9,North Loup,NE
15-04-2020 08:29,Turcotte-Halvorson,misc_pos,817.99,North Loup,NE
15-04-2020 22:31,Reilly LLC,home,240.92,North Loup,NE
15-04-2020 22:41,White and Sons,home,254.74,North Loup,NE
15-04-2020 22:55,Schoen-Quigley,kids_pets,20.23,North Loup,NE
17-04-2020 13:51,"""Streich, Dietrich and Barton""",shopping_net,974.97,Hatch,UT
17-04-2020 18:16,Kozey-Boehm,shopping_net,1029.21,Hatch,UT
17-04-2020 22:02,Kerluke-Abshire,shopping_net,1076.3,Hatch,UT
17-04-2020 22:19,"""Monahan, Hermann and Johns""",travel,5.87,Hatch,UT
17-04-2020 22:22,Hackett-Lueilwitz,grocery_pos,314.21,Hatch,UT
17-04-2020 23:42,Kuhic LLC,shopping_net,804.03,Hatch,UT
18-04-2020 00:01,"""Huel, Hammes and Witting""",grocery_pos,310.27,Hatch,UT
18-04-2020 03:59,Bradtke PLC,grocery_pos,313.59,Hatch,UT
18-04-2020 04:58,Murray-Smitham,grocery_pos,339.8,Hatch,UT
23-04-2020 01:37,Sawayn PLC,shopping_pos,795.65,Burbank,WA
23-04-2020 03:00,"""Schuppe, Nolan and Hoege""",shopping_pos,739.33,Burbank,WA
23-04-2020 13:27,Beer-Jast,kids_pets,19.32,Burbank,WA
24-04-2020 02:08,Jast and Sons,food_dining,112.9,Burbank,WA
24-04-2020 18:04,Hirthe-Beie,health_fitness,19.89,Burbank,WA
24-04-2020 22:10,Jakubowski Group,food_dining,127.44,Burbank,WA
24-04-2020 22:12,Friesen Lt,health_fitness,22.1,Burbank,WA
30-04-2020 00:28,Wolf Inc,grocery_pos,286.2,Louisiana,MO
30-04-2020 00:54,"""Mosciski, Gislason and Mertz""",grocery_pos,326.24,Kirk,CO
30-04-2020 01:15,"""Schoen, Kuphal and Nitzsche""",grocery_pos,286.62,Louisiana,MO
30-04-2020 02:08,"""Goldner, Kovacek and Abbott""",grocery_pos,334.48,Kirk,CO
30-04-2020 02:40,Rau and Sons,grocery_pos,280.99,Louisiana,MO
30-04-2020 16:09,Rempel Inc,shopping_net,813.13,Kirk,CO
30-04-2020 18:48,"""Lehner, Mosciski and King""",misc_net,772.98,Kirk,CO
30-04-2020 22:26,Doyle Lt,grocery_pos,328.47,Kirk,CO
30-04-2020 23:03,Ankunding LLC,shopping_net,1124.32,Kirk,CO
30-04-2020 23:40,"""Nienow, Barrows and Romague""",personal_care,48.15,Kirk,CO
30-04-2020 23:44,Hermann-Gaylo,misc_pos,8.22,Louisiana,MO
30-04-2020 23:54,Lynch Lt,shopping_pos,891.32,Louisiana,MO
01-05-2020 00:30,Bernhard Inc,gas_transport,19.08,Kirk,CO
01-05-2020 01:43,Bins-Rice,gas_transport,10.14,Louisiana,MO
01-05-2020 02:11,Rodriguez Group,gas_transport,10.13,Louisiana,MO
01-05-2020 02:13,Kiehn Inc,grocery_pos,338.41,Kirk,CO
01-05-2020 22:14,Welch Inc,misc_net,806.06,Louisiana,MO
01-05-2020 22:15,"""Baumbach, Feeney and Mo""",shopping_net,1042.19,Kirk,CO
01-05-2020 22:18,Jast-McDermott,shopping_pos,935.84,Kirk,CO
01-05-2020 22:32,Barrows PLC,shopping_pos,745.75,Kirk,CO
01-05-2020 22:35,Jakubowski Inc,home,246.28,Louisiana,MO
01-05-2020 23:20,"""Bahringer, Schoen and Corkery""",shopping_pos,933.06,Louisiana,MO
01-05-2020 23:23,Dach-Nade,misc_net,805.96,Louisiana,MO
03-05-2020 02:57,Auer-Mosciski,grocery_pos,325.31,Indian Wells,CA
03-05-2020 09:09,Kunze Inc,grocery_pos,287.08,Indian Wells,CA
03-05-2020 22:05,Goodwin-Nitzsche,grocery_pos,302.24,Indian Wells,CA
03-05-2020 22:12,Bogisich-Homenick,misc_net,781.13,Indian Wells,CA
03-05-2020 23:39,"""Kerluke, Kertzmann and Wiz""",misc_net,796.47,Indian Wells,CA
03-05-2020 23:53,Marvin-Lin,personal_care,18.24,Indian Wells,CA
04-05-2020 00:53,Doyle Lt,grocery_pos,290.48,Indian Wells,CA
04-05-2020 03:35,"""Zieme, Bode and Dooley""",gas_transport,10.69,Indian Wells,CA
04-05-2020 18:19,"""Herman, Treutel and Dickens""",misc_net,627.95,Indian Wells,CA
04-05-2020 22:42,"""Daugherty, Pouros and Beahan""",shopping_pos,867.54,Indian Wells,CA
04-05-2020 22:59,Heidenreich PLC,grocery_pos,270.64,Indian Wells,CA
04-05-2020 23:54,"""Mosciski, Ziemann and Farrell""",shopping_net,893.57,Indian Wells,CA
06-05-2020 03:07,"""Rippin, Kub and Mann""",misc_net,779.23,Espanola,NM
06-05-2020 03:58,Schamberger-O'Keefe,grocery_pos,320.09,Espanola,NM
06-05-2020 09:21,Kuhn LLC,misc_net,778.53,Espanola,NM
06-05-2020 23:07,Lemke-Gutmann,shopping_net,1001.36,Espanola,NM
06-05-2020 23:11,Fisher Inc,shopping_net,1253.93,Espanola,NM
07-05-2020 00:18,"""Schumm, Bauch and Ondrick""",grocery_pos,293.71,Espanola,NM
07-05-2020 00:54,Kuphal-Bartoletti,misc_net,758.52,Espanola,NM
07-05-2020 01:00,Kunze Inc,grocery_pos,294.33,Espanola,NM
07-05-2020 03:39,"""Greenholt, Jacobi and Gleason""",gas_transport,6.44,Espanola,NM
07-05-2020 22:53,Zemlak Group,misc_net,740.56,Espanola,NM
07-05-2020 23:24,Goyette Inc,shopping_net,1141.04,Espanola,NM
07-05-2020 23:48,Fisher Inc,shopping_net,1077.67,Espanola,NM
09-05-2020 22:34,Kuphal-Bartoletti,misc_net,739.17,Angwin,CA
09-05-2020 22:51,Medhurst Inc,home,259.5,Angwin,CA
09-05-2020 23:01,Goyette Inc,shopping_net,1016.08,Angwin,CA
09-05-2020 23:31,"""Altenwerth, Cartwright and Koss""",shopping_net,1100.62,Angwin,CA
10-05-2020 22:01,Price Inc,shopping_net,1147.75,Angwin,CA
10-05-2020 22:33,Jast Lt,shopping_net,1167.35,Angwin,CA
10-05-2020 22:48,Schmeler Inc,misc_pos,7.25,Angwin,CA
10-05-2020 23:31,"""Quitzon, Green and Bashirian""",shopping_pos,884.75,Angwin,CA
10-05-2020 23:51,"""Ruecker, Beer and Collie""",shopping_net,1036.79,Angwin,CA
10-05-2020 23:59,Predovic Inc,shopping_net,980.43,Angwin,CA
19-05-2020 09:25,Heller-Langosh,gas_transport,11.02,Broomfield,CO
19-05-2020 22:45,Lemke-Gutmann,shopping_net,1080.21,Broomfield,CO
19-05-2020 22:54,Hermann-Gaylo,misc_pos,7.3,Broomfield,CO
19-05-2020 23:31,Pagac LLC,shopping_pos,878.13,Broomfield,CO
19-05-2020 23:39,Denesik and Sons,shopping_pos,876.21,Broomfield,CO
19-05-2020 23:44,Dooley Inc,shopping_pos,864.69,Broomfield,CO
20-05-2020 22:49,"""Osinski, Ledner and Leuschke""",grocery_pos,260.11,Broomfield,CO
21-05-2020 00:44,Schmitt Inc,gas_transport,10.99,Corona,CA
21-05-2020 00:54,Miller-Hauck,grocery_pos,300.43,Corona,CA
21-05-2020 01:32,Kunze Inc,grocery_pos,320.01,Corona,CA
21-05-2020 02:18,Kuvalis Lt,gas_transport,14.06,Corona,CA
21-05-2020 22:07,McDermott-Rice,misc_pos,7.76,Corona,CA
21-05-2020 22:10,Boyer PLC,shopping_net,922.16,Corona,CA
21-05-2020 22:12,"""Tillman, Fritsch and Schmitt""",misc_net,846.2,Corona,CA
22-05-2020 00:45,Torp-Labadie,gas_transport,9.52,Corona,CA
22-05-2020 01:43,Vandervort-Funk,grocery_pos,309.75,Corona,CA
22-05-2020 04:32,Rau and Sons,grocery_pos,338.93,Corona,CA
22-05-2020 23:41,Terry-Huel,shopping_net,1128.68,Corona,CA
23-05-2020 01:14,Kiehn-Emmerich,grocery_pos,342.42,Holstein,NE
23-05-2020 15:40,Wilkinson LLC,personal_care,48.07,Holstein,NE
24-05-2020 12:52,"""Heathcote, Yost and Kertzmann""",shopping_net,928.15,Holstein,NE
24-05-2020 13:52,"""Bernhard, Grant and Langworth""",shopping_pos,804.93,Holstein,NE
24-05-2020 22:02,Kerluke PLC,misc_net,682.36,Holstein,NE
24-05-2020 22:14,McGlynn-Heathcote,misc_net,749.36,Holstein,NE
24-05-2020 22:34,Klocko LLC,misc_net,860.5,Holstein,NE
24-05-2020 23:11,Stamm-Witting,shopping_net,973.54,Holstein,NE
24-05-2020 23:28,Brown PLC,misc_net,837.39,Holstein,NE
25-05-2020 07:18,"""Raynor, Reinger and Hagenes""",gas_transport,20.0,Huslia,AK
25-05-2020 22:28,Friesen-Ortiz,personal_care,47.97,Huslia,AK
25-05-2020 23:33,Schmitt Lt,misc_net,1037.47,Huslia,AK
25-05-2020 23:37,Metz-Boehm,shopping_pos,892.17,Huslia,AK
26-05-2020 00:40,Bailey-Mo,grocery_pos,363.85,Huslia,AK
26-05-2020 01:34,"""Schumm, Bauch and Ondrick""",grocery_pos,361.16,Huslia,AK
26-05-2020 01:54,Ledner-Pfannerstill,gas_transport,21.23,Huslia,AK
26-05-2020 22:33,Fisher-Schowalte,shopping_net,967.25,Huslia,AK
26-05-2020 22:39,Zemlak Group,misc_net,869.0,Huslia,AK
01-06-2020 01:01,Koepp-Witting,grocery_pos,312.81,Jordan Valley,OR
01-06-2020 22:05,"""Kuhic, Bins and Pfeffe""",shopping_net,947.88,Jordan Valley,OR
01-06-2020 22:43,Stamm-Witting,shopping_net,1066.55,Jordan Valley,OR
01-06-2020 22:53,Kerluke-Abshire,shopping_net,957.89,Jordan Valley,OR
01-06-2020 23:08,"""Weimann, Kuhic and Beahan""",shopping_pos,790.85,Jordan Valley,OR
02-06-2020 03:20,Koss and Sons,gas_transport,10.04,Jordan Valley,OR
02-06-2020 18:03,Heidenreich PLC,grocery_pos,291.1,Jordan Valley,OR
02-06-2020 18:06,"""Moore, Dibbert and Koepp""",misc_net,779.62,Jordan Valley,OR
02-06-2020 22:10,Flatley-Durgan,misc_net,718.05,Jordan Valley,OR
02-06-2020 22:33,"""Mosciski, Ziemann and Farrell""",shopping_net,897.71,Jordan Valley,OR
02-06-2020 23:45,Kerluke-Abshire,shopping_net,869.93,Jordan Valley,OR
05-06-2020 23:13,Pagac LLC,shopping_pos,936.7,San Diego,CA
05-06-2020 23:33,"""Lakin, Ferry and Beatty""",food_dining,114.36,San Diego,CA
06-06-2020 00:13,Marks Inc,gas_transport,8.73,San Diego,CA
06-06-2020 00:36,"""Mosciski, Gislason and Mertz""",grocery_pos,320.81,San Diego,CA
06-06-2020 22:49,"""Daugherty, Pouros and Beahan""",shopping_pos,997.11,San Diego,CA
06-06-2020 23:15,Schmitt Lt,misc_net,672.46,San Diego,CA
06-06-2020 23:58,Doyle Lt,grocery_pos,310.9,San Diego,CA
07-06-2020 00:21,"""Raynor, Feest and Mille""",gas_transport,19.6,Freedom,WY
07-06-2020 01:34,Lockman Lt,grocery_pos,272.02,Freedom,WY
07-06-2020 10:09,"""Mosciski, Gislason and Mertz""",grocery_pos,313.56,Freedom,WY
07-06-2020 17:16,Herzog Lt,misc_pos,50.53,Freedom,WY
07-06-2020 22:08,Jast-McDermott,shopping_pos,825.2,Freedom,WY
07-06-2020 23:10,"""Altenwerth, Cartwright and Koss""",shopping_net,956.21,Freedom,WY
08-06-2020 01:07,Prohaska-Murray,gas_transport,20.26,Freedom,WY
08-06-2020 01:22,Huels-Hahn,gas_transport,18.32,Freedom,WY
08-06-2020 17:00,Cormier LLC,shopping_net,916.28,Freedom,WY
08-06-2020 19:48,Connelly PLC,food_dining,109.87,Freedom,WY
08-06-2020 22:09,"""Reichert, Shanahan and Hayes""",shopping_net,900.38,Freedom,WY
08-06-2020 22:41,Kiehn Inc,grocery_pos,335.07,Freedom,WY
08-06-2020 23:05,"""Mosciski, Ziemann and Farrell""",shopping_net,1108.71,Freedom,WY
08-06-2020 23:11,Jewess LLC,shopping_pos,654.62,Freedom,WY
08-06-2020 23:25,Kuhic Inc,grocery_pos,307.9,Freedom,WY
09-06-2020 03:05,"""Osinski, Ledner and Leuschke""",grocery_pos,345.06,Brainard,NE
09-06-2020 06:56,"""Rowe, Batz and Goodwin""",grocery_pos,311.12,Brainard,NE
09-06-2020 22:38,Lynch Lt,shopping_pos,758.19,Brainard,NE
09-06-2020 23:44,Schmidt and Sons,shopping_net,1117.99,Brainard,NE
10-06-2020 22:54,Gibson-Deckow,entertainment,687.06,Brainard,NE
16-06-2020 00:33,"""Goldner, Kovacek and Abbott""",grocery_pos,368.45,Burlington,WA
16-06-2020 02:39,Kling Inc,gas_transport,7.24,Burlington,WA
16-06-2020 03:26,Bogisich Inc,grocery_pos,369.79,Burlington,WA
16-06-2020 03:57,Schamberger-O'Keefe,grocery_pos,331.37,Burlington,WA
16-06-2020 22:27,Auer LLC,personal_care,24.17,Burlington,WA
17-06-2020 01:20,Jacobi and Sons,shopping_pos,913.66,Burlington,WA
17-06-2020 21:51,Erdman-Durgan,health_fitness,18.99,Burlington,WA
17-06-2020 23:04,Bode-Rempel,kids_pets,19.77,Burlington,WA
19-06-2020 22:24,"""Ledner, Hartmann and Feest""",health_fitness,21.53,Altonah,UT
20-06-2020 00:41,Bednar Group,misc_net,855.02,Altonah,UT
20-06-2020 00:53,"""Terry, Johns and Bins""",misc_pos,971.57,Altonah,UT
