suburb,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,yr_qtr
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1975.0,Moreland City Council,-37.7643,144.9638,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,100.0,85.0,1970.0,Moreland City Council,-37.7601,144.9581,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,75.0,2011.0,Moreland City Council,-37.777,144.9703,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,2.0,2.0,0.0,,,Moreland City Council,-37.7634,144.9616,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,2.0,2.0,323.0,,,Moreland City Council,-37.7637,144.9565,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,2.0,410.0,,,Moreland City Council,-37.7604,144.9514,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,1.0,0.0,264.0,139.0,1900.0,Moreland City Council,-37.7611,144.9677,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,1.0,278.0,91.0,1910.0,Moreland City Council,-37.7701,144.9633,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,133.0,,,Moreland City Council,-37.7649,144.9566,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,1.0,229.0,97.0,1930.0,Moreland City Council,-37.7622,144.9586,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,215.0,,,Moreland City Council,-37.7642,144.9688,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,2.0,1.0,186.0,140.0,2016.0,Moreland City Council,-37.7581,144.9514,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,0.0,153.0,,1900.0,Moreland City Council,-37.7705,144.9647,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,2.0,1.0,118.0,88.0,2013.0,Moreland City Council,-37.7723,144.9643,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,315.0,108.0,1910.0,Moreland City Council,-37.757,144.9697,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,2.0,1.0,72.0,2.0,,Moreland City Council,-37.7609,144.969,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,2.0,1.0,122.0,152.0,2000.0,Moreland City Council,-37.7697,144.9649,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,1.0,1.0,0.0,1674.0,50.0,2013.0,Moreland City Council,-37.7786,144.9704,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,0.0,331.0,126.0,1890.0,Moreland City Council,-37.7619,144.959,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,0.0,262.0,98.0,1910.0,Moreland City Council,-37.7556,144.9588,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,2.0,3.0,177.0,,,Moreland City Council,-37.7609,144.9677,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,2.0,1.0,1.0,147.0,,,Moreland City Council,-37.7702,144.9692,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,2.0,1.0,1.0,385.0,,1925.0,Moreland City Council,-37.7631,144.9534,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,3.0,2.0,2.0,327.0,110.0,2007.0,Moreland City Council,-37.7636,144.9559,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,1.0,1.0,0.0,0.0,,,Moreland City Council,-37.7717,144.9679,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,2.0,1.0,2.0,301.0,,,Moreland City Council,-37.7672,144.9496,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,3.0,1.0,1.0,438.0,,,Moreland City Council,-37.7758,144.9508,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,2.0,1.0,1.0,149.0,,,Moreland City Council,-37.7597,144.9528,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland City Council,-37.7782,144.9686,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,114.0,65.0,1970.0,Moreland City Council,-37.758,144.9667,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,0.0,257.0,121.0,1935.0,Moreland City Council,-37.7704,144.9695,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,186.0,,,Moreland City Council,-37.7727,144.9707,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,199.0,93.0,1900.0,Moreland City Council,-37.7676,144.9659,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,1.0,1.0,416.0,,,Moreland City Council,-37.7769,144.9661,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,0.0,209.0,,,Moreland City Council,-37.7624,144.9692,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,2.0,1.0,200.0,151.0,1890.0,Moreland City Council,-37.7763,144.9526,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,2.0,1.0,0.0,100.0,2002.0,Moreland City Council,-37.7617,144.9642,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,768.0,,1970.0,Moreland City Council,-37.7768,144.9512,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,-37.7714,144.9612,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,314.0,,,Moreland City Council,-37.7573,144.97,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,240.0,162.0,2005.0,Moreland City Council,-37.756,144.9587,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland City Council,-37.7703,144.9533,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,0.0,152.0,87.0,1910.0,Moreland City Council,-37.7611,144.966,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,1.0,1.0,1.0,0.0,51.0,1970.0,Moreland City Council,-37.7597,144.9548,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,2.0,3.0,271.0,180.0,1900.0,Moreland City Council,-37.7769,144.9691,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,2.0,2.0,478.0,122.0,1910.0,Moreland City Council,-37.7725,144.966,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,1.0,1.0,370.0,151.0,1940.0,Moreland City Council,-37.7728,144.9639,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,2.0,1.0,281.0,156.0,1920.0,Moreland City Council,-37.7722,144.9681,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,2.0,1.0,202.0,202.0,1900.0,Moreland City Council,-37.7724,144.9629,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,203.0,102.0,1900.0,Moreland City Council,-37.7566,144.9526,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,1.0,210.0,130.0,1900.0,Moreland City Council,-37.7597,144.9545,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,2.0,352.0,,1900.0,Moreland City Council,-37.7566,144.9599,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,319.0,,,Moreland City Council,-37.7572,144.9686,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,2.0,200.0,,,Moreland City Council,-37.7581,144.9678,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,216.0,100.0,1910.0,Moreland City Council,-37.7746,144.9697,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,2.0,222.0,105.0,1890.0,Moreland City Council,-37.7642,144.969,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,1.0,0.0,85.0,2000.0,Moreland City Council,-37.773,144.9624,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,466.0,70.0,,Moreland City Council,-37.7548,144.9577,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,161.0,,,Moreland City Council,-37.7741,144.9581,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,239.0,126.0,1910.0,Moreland City Council,-37.7776,144.963,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,2.0,3.0,470.0,152.0,1920.0,Moreland City Council,-37.7788,144.9688,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,Moreland City Council,-37.7572,144.9687,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,135.0,,1975.0,Moreland City Council,-37.7583,144.9756,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,1140.0,80.0,2010.0,Moreland City Council,-37.7634,144.9616,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,3.0,1.0,6.0,563.0,98.0,1960.0,Moreland City Council,-37.7757,144.9505,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,3.0,1.0,2.0,495.0,141.0,1920.0,Moreland City Council,-37.7702,144.9672,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,4.0,2.0,1.0,351.0,150.0,1910.0,Moreland City Council,-37.7729,144.9693,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1970.0,Moreland City Council,-37.7778,144.9594,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,1.0,1.0,4.0,330.0,,,Moreland City Council,-37.7577,144.9524,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,2.0,1.0,0.0,453.0,86.0,1920.0,Moreland City Council,-37.762,144.9547,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,3.0,1.0,1.0,,,,Moreland City Council,-37.7756,144.9697,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,1.0,1.0,1.0,82.0,114.0,1930.0,Moreland City Council,-37.7661,144.9614,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,0.0,195.0,1945.0,Moreland City Council,-37.7763,144.9597,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,99.0,142.0,,Moreland City Council,-37.769,144.953,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,Moreland City Council,-37.7597,144.9655,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,259.0,,,Moreland City Council,-37.7653,144.9565,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,3.0,612.0,,,Moreland City Council,-37.773,144.952,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,5.0,2.0,2.0,555.0,266.0,1890.0,Moreland City Council,-37.7767,144.9645,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,298.0,88.0,1910.0,Moreland City Council,-37.7704,144.9504,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,1080.0,66.0,1960.0,Moreland City Council,-37.7598,144.9655,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,1.0,182.0,104.0,1880.0,Moreland City Council,-37.774,144.9546,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,2.0,1.0,194.0,,,Moreland City Council,-37.7653,144.9567,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,,,Moreland City Council,-37.7671,144.9702,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,215.0,,1880.0,Moreland City Council,-37.7722,144.9637,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,2.0,384.0,89.0,1940.0,Moreland City Council,-37.7626,144.9535,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,1.0,483.0,162.0,1890.0,Moreland City Council,-37.7602,144.9543,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,,,Moreland City Council,-37.7618,144.9662,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland City Council,-37.7703,144.9533,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,4.0,2.0,2.0,391.0,,,Moreland City Council,-37.7587,144.9548,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,0.0,,1940.0,Moreland City Council,-37.7746,144.9541,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,184.0,104.0,1890.0,Moreland City Council,-37.7563,144.96,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,1.0,1.0,1.0,0.0,,,Moreland City Council,-37.7769,144.9523,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,0.0,153.0,,,Moreland City Council,-37.7657,144.9574,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,1.0,218.0,,,Moreland City Council,-37.7781,144.9675,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,0.0,302.0,,,Moreland City Council,-37.758,144.9724,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,161.0,68.0,1910.0,Moreland City Council,-37.7646,144.9586,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,0.0,137.0,,,Moreland City Council,-37.7745,144.9558,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,1.0,1.0,1.0,4676.0,,,Moreland City Council,-37.7687,144.9649,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,,1960.0,Moreland City Council,-37.7601,144.9577,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,264.0,117.0,1915.0,Moreland City Council,-37.7603,144.9573,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,370.0,,,Moreland City Council,-37.7632,144.9572,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,2.0,1.0,177.0,105.0,2000.0,Moreland City Council,-37.7625,144.9653,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,2.0,0.0,276.0,,,Moreland City Council,-37.7711,144.9631,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,0.0,1328.0,,1890.0,Moreland City Council,-37.773,144.9568,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,74.0,2004.0,Moreland City Council,-37.7703,144.9533,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,55.0,1960.0,Moreland City Council,-37.7644,144.9637,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,1950.0,Moreland City Council,-37.7775,144.9607,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,279.0,,,Moreland City Council,-37.77,144.9633,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,3.0,1.0,0.0,325.0,150.0,1920.0,Moreland City Council,-37.7621,144.9595,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,2.0,2.0,1.0,156.0,87.0,2007.0,Moreland City Council,-37.7744,144.9498,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,3.0,2.0,2.0,4668.0,126.0,2011.0,Moreland City Council,-37.7687,144.9649,Northern Metropolitan,11918.0,2017.1
Brunswick,5.2,3056.0,1.0,1.0,1.0,540.0,45.0,1970.0,Moreland City Council,-37.7766,144.9574,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,0.0,179.0,,1900.0,Moreland City Council,-37.7745,144.9634,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,0.0,285.0,104.0,1890.0,Moreland City Council,-37.7634,144.9593,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,406.0,106.0,1930.0,Moreland City Council,-37.773,144.9571,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,1.0,1.0,416.0,129.0,1920.0,Moreland City Council,-37.7737,144.965,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,110.0,118.0,2000.0,Moreland City Council,-37.7776,144.9691,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,0.0,416.0,,,Moreland City Council,-37.763,144.9598,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,4.0,2.0,2.0,657.0,207.0,1958.0,Moreland City Council,-37.7725,144.964,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,1.0,343.0,1041.0,1925.0,Moreland City Council,-37.7589,144.9529,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,4.0,1.0,2.0,343.0,152.0,1905.0,Moreland City Council,-37.7725,144.9683,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,55.0,111.0,2012.0,Moreland City Council,-37.7611,144.9622,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,1.0,1.0,1.0,0.0,,,Moreland City Council,-37.7776,144.9633,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,1.0,2.0,319.0,1.0,,Moreland City Council,-37.7763,144.9549,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,1.0,338.0,143.0,1890.0,Moreland City Council,-37.775,144.9701,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,4.0,1.0,0.0,363.0,127.0,1920.0,Moreland City Council,-37.7621,144.9506,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,3.0,308.0,119.0,1943.0,Moreland City Council,-37.7649,144.9641,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,2.0,1.0,1.0,0.0,,2010.0,Moreland City Council,-37.7738,144.9585,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,3.0,1.0,1.0,316.0,132.0,1910.0,Moreland City Council,-37.7741,144.9703,Northern Metropolitan,11918.0,2016.4
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,4.0,2.0,1.0,460.0,214.0,1916.0,Moreland City Council,-37.7554,144.9544,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,1.0,346.0,126.0,1900.0,Moreland City Council,-37.7738,144.9695,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,2.0,1.0,4676.0,122.0,2010.0,Moreland City Council,-37.7687,144.9649,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,2.0,996.0,,,Moreland City Council,-37.7564,144.9527,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,2.0,0.0,89.0,2002.0,Moreland City Council,-37.7706,144.9608,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,3.0,1.0,1.0,480.0,,,Moreland City Council,-37.7639,144.966,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,1.0,1.0,1.0,0.0,54.0,1965.0,Moreland City Council,-37.7775,144.9607,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,2.0,1.0,1.0,199.0,120.0,1880.0,Moreland City Council,-37.759,144.9597,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.2
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,1.0,1.0,1.0,147.0,82.0,1890.0,Moreland City Council,-37.7643,144.9584,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,2.0,1.0,280.0,130.0,1890.0,Moreland City Council,-37.7719,144.9661,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,4.0,2.0,1.0,354.0,199.0,1910.0,Moreland City Council,-37.7745,144.9523,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,,,,,,,Moreland City Council,,,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,182.0,,,Moreland City Council,-37.7629,144.968,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,3.0,2.0,1.0,316.0,,,Moreland City Council,-37.7643,144.9713,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,2.0,246.0,103.0,1910.0,Moreland City Council,-37.775,144.9536,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,4.0,2.0,1.0,421.0,149.0,1930.0,Moreland City Council,-37.7604,144.9512,Northern Metropolitan,11918.0,2016.3
Brunswick,5.2,3056.0,2.0,1.0,1.0,159.0,157.0,1930.0,Moreland City Council,-37.7656,144.9562,Northern Metropolitan,11918.0,2016.3
Brunswick West,5.9,3055.0,2.0,1.0,1.0,0.0,69.0,1960.0,Moreland City Council,-37.768,144.9408,Northern Metropolitan,7082.0,2016.3
Brunswick West,5.9,3055.0,3.0,1.0,1.0,125.0,,,Moreland City Council,-37.7612,144.9432,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,2.0,1.0,1.0,0.0,,1980.0,Moreland City Council,-37.7514,144.9288,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,3.0,1.0,1.0,0.0,119.0,1920.0,Moreland City Council,-37.7564,144.9422,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,3.0,1.0,0.0,358.0,,,Moreland City Council,-37.7642,144.9493,Northern Metropolitan,7082.0,2017.1
Brunswick West,5.9,3055.0,2.0,1.0,1.0,564.0,60.0,1970.0,Moreland City Council,-37.7665,144.9425,Northern Metropolitan,7082.0,2017.1
Brunswick West,5.9,3055.0,4.0,2.0,2.0,0.0,,,Moreland City Council,-37.7637,144.9457,Northern Metropolitan,7082.0,2017.1
Brunswick West,5.9,3055.0,2.0,1.0,2.0,568.0,,,Moreland City Council,-37.7682,144.9422,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,3.0,1.0,1.0,600.0,,,Moreland City Council,-37.769,144.9478,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,3.0,2.0,1.0,350.0,174.0,1925.0,Moreland City Council,-37.7651,144.9404,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,2.0,1.0,1.0,0.0,,1970.0,Moreland City Council,-37.7616,144.9441,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,3.0,1.0,1.0,323.0,,,Moreland City Council,-37.7586,144.9504,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,4.0,2.0,2.0,299.0,,,Moreland City Council,-37.764,144.9454,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7082.0,2016.3
Brunswick West,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,2000.0,Moreland City Council,-37.7586,144.9452,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,3.0,1.0,0.0,220.0,93.0,1930.0,Moreland City Council,-37.7659,144.9494,Northern Metropolitan,7082.0,2016.2
Brunswick West,5.9,3055.0,5.0,2.0,2.0,510.0,321.0,1997.0,Moreland City Council,-37.7581,144.9414,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,2.0,1.0,1.0,0.0,85.0,1970.0,Moreland City Council,-37.7607,144.9393,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,1.0,1.0,0.0,0.0,37.0,1960.0,Moreland City Council,-37.7763,144.947,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,3.0,1.0,2.0,349.0,95.0,1950.0,Moreland City Council,-37.7589,144.9368,Northern Metropolitan,7082.0,2016.4
Brunswick West,5.9,3055.0,3.0,1.0,1.0,459.0,122.0,1950.0,Moreland City Council,-37.7658,144.9457,Northern Metropolitan,7082.0,2016.4
