suburb,rooms,type,price,method,seller_g,date
Prahran,2,u,,SN,RT,2016-09-17
Prahran,2,h,1880000.0,S,Jellis,2016-09-17
Prahran,2,u,,S,hockingstuart,2016-09-17
Prahran,2,h,1500000.0,VB,Beller,2016-09-17
Prahran,1,u,,SN,Biggin,2016-09-17
Prahran,2,u,,SN,Biggin,2016-09-17
Prahran,2,h,1460000.0,S,Jellis,2017-03-18
Prahran,1,u,,SN,Thomson,2017-03-18
Prahran,4,h,,S,RT,2017-03-18
Prahran,2,u,,SP,Kay,2017-03-18
Prahran,4,h,2444000.0,S,Jellis,2017-03-18
Prahran,1,u,,PI,hockingstuart,2017-03-18
Prahran,2,u,841000.0,S,hockingstuart,2017-03-18
Prahran,2,u,570000.0,VB,hockingstuart,2017-03-18
Prahran,2,u,480000.0,PI,hockingstuart,2017-03-18
Prahran,1,u,,SN,hockingstuart,2017-03-18
Prahran,2,h,1310000.0,S,Marshall,2017-03-18
Prahran,3,h,1530000.0,S,hockingstuart,2017-03-18
Prahran,1,u,,SS,Biggin,2017-03-18
Prahran,1,u,365000.0,VB,Beller,2017-03-18
Prahran,2,u,560000.0,S,Dingle,2017-03-18
Prahran,4,h,,S,Gary,2017-03-18
Prahran,1,u,332000.0,PI,hockingstuart,2016-06-18
Prahran,3,h,,SN,Castran,2016-06-18
Prahran,4,h,,S,Marshall,2016-06-18
Prahran,2,h,1300000.0,S,Jellis,2016-06-18
Prahran,2,h,815000.0,S,Beller,2016-11-19
Prahran,2,h,765000.0,S,Beller,2016-11-19
Prahran,3,h,,S,Marshall,2016-11-19
Prahran,4,h,,SP,hockingstuart,2016-11-19
Prahran,2,u,,SP,hockingstuart,2016-11-19
Prahran,3,h,,SP,Jellis,2016-11-19
Prahran,2,h,910000.0,S,Gary,2016-11-19
Prahran,3,t,1450000.0,VB,Marshall,2016-11-19
Prahran,3,h,,SN,hockingstuart,2016-05-22
Prahran,4,h,,S,Marshall,2016-05-22
Prahran,2,t,1540000.0,S,Jellis,2016-05-22
Prahran,3,h,1811000.0,S,Biggin,2016-08-22
Prahran,1,u,427000.0,S,Williams,2016-08-22
Prahran,2,u,500000.0,PI,hockingstuart,2016-08-22
Prahran,2,h,,S,Jellis,2016-08-22
Prahran,2,h,,S,Jellis,2016-08-22
Prahran,2,h,1180000.0,S,Jellis,2016-04-23
Prahran,2,u,510000.0,PI,hockingstuart,2016-04-23
Prahran,2,u,,SN,hockingstuart,2016-09-24
Prahran,3,t,1015000.0,S,Beller,2016-09-24
Prahran,3,h,1210000.0,PI,Abercromby's,2017-02-25
Prahran,3,h,,SP,Jellis,2017-02-25
Prahran,5,h,,SP,hockingstuart,2017-02-25
Prahran,4,h,,SP,Marshall,2017-02-25
Prahran,1,u,,SP,Biggin,2017-02-25
Prahran,2,h,,S,hockingstuart,2017-02-25
Prahran,3,h,,S,hockingstuart,2017-02-25
Prahran,3,h,1720000.0,S,Marshall,2017-02-25
Prahran,3,h,1050000.0,S,Marshall,2017-02-25
Prahran,2,h,1582000.0,S,Marshall,2017-02-25
Prahran,2,u,,S,Jellis,2017-02-25
Prahran,3,h,,S,Marshall,2016-07-26
Prahran,1,u,,SN,hockingstuart,2016-06-27
Prahran,1,u,,SN,hockingstuart,2016-06-27
Prahran,3,h,2385000.0,PI,Marshall,2016-11-27
Prahran,1,u,,PI,Purplebricks,2016-11-27
Prahran,2,u,681000.0,S,Geoff,2016-11-27
Prahran,1,h,428000.0,S,Nick,2016-11-27
Prahran,4,h,1820000.0,S,Jellis,2016-11-27
Prahran,2,u,950000.0,VB,hockingstuart,2016-11-27
Prahran,2,h,480000.0,PI,Jellis,2016-11-27
Prahran,2,h,1305000.0,S,Jellis,2016-11-27
Prahran,3,h,1255000.0,S,Marshall,2016-05-28
Prahran,3,h,2180000.0,S,Marshall,2016-05-28
Prahran,2,u,712500.0,SP,Kay,2016-05-28
Prahran,2,u,,S,Jellis,2016-05-28
Prahran,5,h,,SP,Marshall,2016-05-28
Prahran,3,h,1720000.0,S,Jellis,2016-05-28
Prahran,2,h,1021000.0,S,Kay,2016-08-28
Prahran,1,u,,PI,Marshall,2016-08-28
Prahran,3,h,1220000.0,S,hockingstuart,2016-08-28
Prahran,1,u,240000.0,SP,Buxton,2016-08-28
Prahran,2,h,1500000.0,S,Jellis,2016-07-30
Prahran,2,u,,S,hockingstuart,2016-07-30
Prahran,3,h,1612000.0,S,Jellis,2016-07-30
Prahran,3,h,1442000.0,S,Jellis,2016-07-30
Prahran,2,h,,S,hockingstuart,2016-07-30
Preston,3,h,1250000.0,S,Harcourts,2016-09-03
Preston,3,h,855000.0,VB,Ray,2016-09-03
Preston,4,h,930000.0,S,Ray,2016-09-03
Preston,4,h,900000.0,S,Nelson,2016-09-03
Preston,3,h,1030000.0,S,Barry,2016-09-03
Preston,4,h,1004000.0,S,Nelson,2016-09-03
Preston,2,u,540000.0,SP,hockingstuart,2016-09-03
Preston,3,h,930000.0,SP,Barry,2016-09-03
Preston,3,h,1200000.0,PI,Barry,2016-12-03
Preston,3,h,721000.0,S,Stockdale,2016-12-03
Preston,3,h,751000.0,S,hockingstuart,2016-12-03
Preston,2,u,,SP,Barry,2016-12-03
Preston,2,t,508000.0,S,RW,2017-03-04
Preston,2,h,835000.0,S,Nelson,2017-03-04
Preston,3,h,637000.0,S,Love,2017-03-04
Preston,3,h,1265000.0,S,hockingstuart/Barry,2017-03-04
Preston,3,h,1100000.0,PI,Love,2017-03-04
Preston,4,h,1082000.0,S,hockingstuart,2017-03-04
Preston,2,t,715000.0,S,Barry,2017-03-04
Preston,5,h,630000.0,PI,hockingstuart,2017-03-04
Preston,2,h,837000.0,S,Nelson,2017-03-04
Preston,4,h,,SN,Barry,2017-03-04
Preston,2,h,,SN,Barry,2016-06-04
Preston,3,t,717000.0,S,Nelson,2016-06-04
Preston,3,h,950000.0,SP,Ray,2016-06-04
Preston,3,t,,SP,Nelson,2016-06-04
Preston,3,h,840000.0,S,Barry,2016-08-06
Preston,3,u,496000.0,S,hockingstuart,2016-08-06
Preston,2,t,462500.0,S,Ray,2016-08-06
Preston,4,h,931000.0,S,Nelson,2016-08-06
Preston,2,h,942000.0,S,Love,2016-08-06
Preston,2,h,,PI,Peter,2016-08-06
Preston,2,t,,PI,Ray,2016-08-06
Preston,4,t,995000.0,S,Nelson,2016-05-07
Preston,3,h,,SP,Nelson,2016-05-07
Preston,2,h,650000.0,PI,Brace,2016-05-07
Preston,2,h,850000.0,S,Barry,2016-05-07
Preston,3,h,560000.0,S,Barry,2016-05-07
Preston,3,h,,S,Nelson,2016-05-07
Preston,2,h,540000.0,PI,hockingstuart,2016-11-07
Preston,3,h,1150000.0,S,hockingstuart,2016-11-07
Preston,2,t,868000.0,S,Nelson,2016-11-07
Preston,3,h,965000.0,S,hockingstuart,2016-11-07
Preston,3,h,,SN,Ray,2016-11-07
Preston,2,u,422250.0,S,RW,2016-11-07
Preston,3,h,700000.0,S,hockingstuart,2016-10-08
Preston,3,h,615000.0,S,hockingstuart,2016-10-08
Preston,2,h,775000.0,S,Ray,2016-10-08
Preston,3,h,735000.0,S,hockingstuart,2016-10-08
Preston,2,u,410000.0,S,Ray,2016-10-08
Preston,4,h,1270000.0,S,Ray,2016-10-08
Preston,3,h,1081000.0,S,Barry,2016-10-08
Preston,3,h,550000.0,VB,Love,2016-10-08
Preston,3,h,1000000.0,S,Nelson,2016-10-08
Preston,2,h,780000.0,PI,Love,2016-10-08
Preston,3,h,962000.0,S,Nelson,2016-09-10
Preston,4,h,1260000.0,S,Nelson,2016-09-10
Preston,4,h,810000.0,S,Ray,2016-09-10
Preston,3,h,843000.0,SP,Ray,2016-09-10
Preston,2,h,600000.0,S,Nelson,2016-09-10
Preston,2,u,457500.0,S,Nelson,2016-12-10
Preston,3,h,925000.0,S,Woodards,2016-12-10
Preston,1,u,305000.0,S,Nelson,2016-12-10
Preston,3,h,1080000.0,PI,Barry,2016-12-10
Preston,2,u,656000.0,S,Barry,2016-12-10
Preston,2,h,799900.0,SP,Love,2016-12-10
Preston,3,h,916000.0,S,Nelson,2016-12-10
Preston,3,h,1000000.0,PI,hockingstuart,2016-12-10
Preston,4,h,914000.0,S,Ray,2016-12-10
Preston,3,h,1650000.0,S,hockingstuart,2016-12-10
Preston,3,h,860000.0,SP,Nelson,2017-03-11
Preston,3,h,990000.0,PI,hockingstuart,2017-03-11
Preston,2,u,512000.0,S,Nelson,2017-03-11
Preston,3,h,600000.0,VB,hockingstuart,2016-06-12
Preston,2,t,,SP,Nelson,2016-06-12
Preston,2,h,,SP,Love,2016-11-12
Preston,2,h,625000.0,S,Nelson,2016-11-12
Preston,4,h,910000.0,PI,hockingstuart,2016-11-12
Preston,3,h,485000.0,PI,Barry,2016-11-12
Preston,2,h,,SN,Nelson,2016-11-12
Preston,2,u,380000.0,PI,RW,2016-11-12
Preston,3,h,900000.0,SP,hockingstuart,2016-11-12
Preston,4,h,1000000.0,SP,Barry,2016-11-12
Preston,2,h,722000.0,S,Nelson,2016-08-13
Preston,3,t,785000.0,SP,Ray,2016-08-13
Preston,3,h,910000.0,S,Ray,2016-05-14
Preston,4,h,1260000.0,SP,Nelson,2016-05-14
Preston,2,t,635000.0,S,Nelson,2016-05-14
Preston,2,h,,PI,Raine,2016-05-14
Preston,3,h,550000.0,PI,Nelson,2016-05-14
Preston,2,u,485000.0,S,Nelson,2016-05-14
Preston,3,h,690000.0,S,Barry,2016-05-14
Preston,2,h,1065000.0,S,Love,2016-10-15
Preston,3,h,1200000.0,S,Love,2016-10-15
Preston,3,u,798000.0,S,Nelson,2016-10-15
Preston,2,h,850000.0,S,Harcourts,2016-10-15
Preston,3,h,1355000.0,S,Barry,2016-10-15
Preston,3,h,815000.0,S,Love,2016-10-15
Preston,3,h,971000.0,S,Jellis,2016-10-15
Preston,2,u,530000.0,S,Nelson,2016-10-15
Preston,3,h,,SS,RW,2016-10-15
Preston,3,h,900000.0,SP,Love,2016-10-15
Preston,5,h,1615000.0,S,Harcourts,2016-04-16
Preston,2,h,700000.0,PI,Barry,2016-04-16
Preston,3,h,930000.0,S,Barry,2016-04-16
Preston,2,h,920000.0,SP,hockingstuart,2016-04-16
Preston,3,h,,S,hockingstuart,2016-04-16
Preston,3,h,842000.0,S,Barry,2016-07-16
Preston,2,t,620000.0,PI,hockingstuart,2016-07-16
Preston,1,u,,PI,Ray,2016-07-16
Preston,1,h,830000.0,SP,Barry,2016-07-16
Preston,2,t,520000.0,S,Ray,2016-07-16
Preston,3,h,980000.0,S,Harcourts,2016-09-17
Preston,3,h,800000.0,S,hockingstuart,2016-09-17
Preston,2,t,557000.0,S,RW,2016-09-17
Preston,4,h,930000.0,PI,Nelson,2016-09-17
Preston,3,h,930000.0,S,Nelson,2016-09-17
Preston,2,h,886000.0,S,Nelson,2016-09-17
Preston,3,h,1080000.0,PI,Harcourts,2016-09-17
Preston,3,h,1040000.0,S,Nelson,2016-09-17
Preston,4,h,1400000.0,VB,Jellis,2017-03-18
Preston,2,t,660000.0,S,Harcourts,2017-03-18
Preston,2,u,436000.0,S,Nelson,2017-03-18
Preston,2,h,876000.0,S,Nelson,2017-03-18
Preston,2,h,910000.0,SP,Nelson,2017-03-18
Preston,3,h,1000000.0,S,Barry,2017-03-18
Preston,3,h,800000.0,PI,Chambers,2017-03-18
Preston,3,h,928000.0,S,hockingstuart,2017-03-18
Preston,3,h,1070000.0,S,Nelson,2017-03-18
Preston,2,h,565000.0,S,hockingstuart,2016-06-18
Preston,4,h,,SN,Nelson,2016-06-18
Preston,3,t,714000.0,S,Nelson,2016-06-18
Preston,3,h,904000.0,S,Jellis,2016-06-18
Preston,2,u,,PI,Harcourts,2016-06-18
Preston,2,h,770000.0,S,Jellis,2016-06-18
Preston,3,h,1226000.0,S,hockingstuart,2016-06-18
Preston,3,h,810000.0,SP,Barry,2016-06-18
Preston,3,h,,SN,Holland,2016-06-18
Preston,3,h,1127000.0,S,hockingstuart,2016-06-18
Preston,3,h,750000.0,SP,Ray,2016-06-18
Preston,2,u,465000.0,PI,hockingstuart,2016-11-19
Preston,3,t,,SN,Love,2016-11-19
Preston,3,h,980000.0,S,Barry,2016-11-19
Preston,3,h,670000.0,VB,Jellis,2016-11-19
Preston,4,h,1315000.0,S,Barry,2016-11-19
Preston,2,h,,S,Nelson,2016-11-19
Preston,2,t,528888.0,S,Barry,2016-11-19
Preston,2,h,780000.0,S,Nelson,2016-11-19
Preston,2,h,986000.0,S,hockingstuart,2016-05-22
Preston,2,h,771000.0,S,hockingstuart,2016-05-22
Preston,4,h,760000.0,PI,Barry,2016-05-22
Preston,2,t,,PI,RT,2016-05-22
Preston,3,h,850000.0,S,Barry,2016-08-22
Preston,3,h,890000.0,S,Love,2016-08-22
Preston,2,h,1088000.0,S,Barry,2016-08-22
Preston,3,h,675500.0,S,Brace,2016-08-22
Preston,3,h,1123000.0,S,hockingstuart,2016-08-22
Preston,4,h,600000.0,VB,Nelson,2016-04-23
Preston,1,u,300000.0,PI,Nelson,2016-09-24
Preston,2,h,890000.0,S,Nelson,2016-09-24
Preston,3,t,765000.0,S,Nelson,2016-09-24
Preston,3,h,1040000.0,SP,Jellis,2016-09-24
Preston,3,h,1050000.0,S,Nelson,2016-09-24
Preston,2,t,662500.0,SP,Brace,2016-09-24
Preston,2,h,900000.0,SP,hockingstuart,2017-02-25
Preston,2,u,425000.0,SP,Jellis,2017-02-25
Preston,3,t,585000.0,PI,Jellis,2017-02-25
Preston,2,u,515000.0,S,Love,2017-02-25
Preston,3,h,1040000.0,S,Barry,2017-02-25
Preston,2,h,520000.0,S,Barry,2017-02-25
Preston,3,u,605000.0,S,Love,2016-07-26
Preston,2,t,530000.0,SP,hockingstuart,2016-07-26
Preston,3,h,890000.0,S,Ray,2016-07-26
Preston,2,h,790000.0,S,Nelson,2016-07-26
Preston,3,h,1000000.0,S,Barry,2016-07-26
Preston,2,h,860000.0,S,Barry,2016-06-27
Preston,2,h,630000.0,S,Nelson,2016-06-27
Preston,4,h,660000.0,PI,Barry,2016-06-27
Preston,3,h,810000.0,S,Nelson,2016-06-27
Preston,4,h,875000.0,S,hockingstuart,2016-06-27
Preston,3,h,923000.0,S,Love,2016-06-27
Preston,4,h,920000.0,PI,Nelson,2016-06-27
Preston,3,h,1150000.0,PI,Woodards,2016-11-27
Preston,4,h,871000.0,S,Ray,2016-11-27
Preston,4,h,910000.0,PI,Nelson,2016-11-27
Preston,2,h,,SP,Nelson,2016-11-27
Preston,3,h,1330000.0,S,Barry,2016-11-27
Preston,2,h,651000.0,S,Woodards,2016-11-27
Preston,4,h,950000.0,S,Ray,2016-11-27
Preston,3,h,821000.0,S,Love,2016-11-27
Preston,2,t,,PI,Nelson,2016-11-27
Preston,2,u,,SP,Barry,2016-11-27
Preston,3,h,888500.0,S,Nelson,2016-11-27
Preston,3,h,,SP,Barry,2016-11-27
Preston,3,h,,SP,Love,2016-11-27
Preston,4,h,870000.0,S,RW,2016-11-27
Preston,3,h,1186000.0,SP,Nelson,2016-05-28
Preston,5,h,,S,hockingstuart,2016-05-28
Preston,3,h,900000.0,VB,Nelson,2016-05-28
Preston,3,h,800000.0,PI,hockingstuart,2016-05-28
Preston,3,h,1030000.0,S,Love,2016-05-28
Preston,4,h,1615000.0,S,Barry,2016-05-28
Preston,3,h,715000.0,S,Barry,2016-05-28
Preston,2,u,610000.0,S,Harcourts,2016-08-28
Preston,3,h,1162500.0,S,Nelson,2016-08-28
Preston,3,h,,SP,Barry,2016-08-28
Preston,3,h,775000.0,S,Barry,2016-08-28
Preston,4,h,1142500.0,S,hockingstuart,2016-08-28
Preston,12,h,,SN,Barry,2016-08-28
Preston,3,h,930000.0,SP,Love,2016-08-28
Preston,3,h,875000.0,S,Nelson,2016-08-28
Preston,3,h,852000.0,S,Nelson,2016-08-28
Preston,2,t,571000.0,S,Barry,2016-07-30
Preston,2,t,535000.0,S,hockingstuart,2016-07-30
Preston,4,h,840000.0,PI,hockingstuart,2016-07-30
Preston,3,h,805000.0,S,Jellis,2016-07-30
Preston,3,h,750000.0,PI,hockingstuart,2016-07-30
Preston,4,h,750000.0,PI,Barry,2016-07-30
Preston,2,h,745000.0,S,Nelson,2016-07-30
Reservoir,3,u,666000.0,S,Barry,2016-09-03
Reservoir,2,u,,S,Barry,2016-09-03
Reservoir,3,u,475000.0,S,Ray,2016-09-03
Reservoir,5,h,,W,Barry,2016-09-03
Reservoir,3,h,738000.0,S,Nelson,2016-09-03
Reservoir,2,t,355000.0,PI,Barry,2016-09-03
Reservoir,3,h,590000.0,S,Stockdale,2016-09-03
Reservoir,2,h,,SN,McGrath,2016-09-03
Reservoir,2,u,415000.0,PI,Ray,2016-09-03
Reservoir,2,h,428000.0,S,Nelson,2016-09-03
Reservoir,3,h,731000.0,S,Barry,2016-12-03
Reservoir,3,h,798000.0,S,Ray,2016-12-03
Reservoir,3,h,725000.0,S,RW,2016-12-03
Reservoir,2,u,352000.0,SP,Barry,2016-12-03
Reservoir,3,h,723000.0,S,Ray,2016-12-03
Reservoir,2,u,336000.0,S,Stockdale,2016-12-03
Reservoir,3,h,685000.0,S,Nelson,2016-12-03
Reservoir,2,u,550000.0,S,Barry,2016-12-03
Reservoir,2,h,,PN,Nelson,2016-12-03
Reservoir,3,t,620000.0,S,RW,2016-12-03
Reservoir,3,h,620000.0,PI,Barry,2016-12-03
Reservoir,3,h,1025000.0,S,hockingstuart,2016-12-03
Reservoir,2,t,490000.0,S,Nelson,2017-03-04
Reservoir,3,h,911000.0,S,Stockdale,2017-03-04
Reservoir,3,h,805000.0,S,Barry,2017-03-04
Reservoir,4,h,770000.0,S,Love,2017-03-04
Reservoir,3,h,659500.0,S,Barry,2017-03-04
Reservoir,3,h,660000.0,S,Barry,2017-03-04
Reservoir,3,u,645000.0,S,Nelson,2017-03-04
Reservoir,3,h,1005000.0,S,Harcourts,2017-03-04
Reservoir,2,h,931000.0,S,Barry,2017-03-04
Reservoir,2,h,810000.0,S,Barry,2017-03-04
Reservoir,3,t,770000.0,SA,Nelson,2016-06-04
Reservoir,2,t,400000.0,SP,Nelson,2016-06-04
Reservoir,3,h,750000.0,S,Barry,2016-06-04
Reservoir,2,h,535000.0,S,Ray,2016-06-04
Reservoir,2,u,,S,Ray,2016-06-04
Reservoir,2,t,575000.0,VB,Ray,2016-06-04
Reservoir,3,h,920000.0,S,Nelson,2016-06-04
Reservoir,3,h,800000.0,S,Barry,2016-08-06
Reservoir,3,h,510000.0,PI,Barry,2016-08-06
Reservoir,2,t,,PI,hockingstuart,2016-08-06
Reservoir,3,h,651000.0,SP,Ray,2016-08-06
Reservoir,2,u,,SP,Love,2016-08-06
Reservoir,3,h,502500.0,S,Ray,2016-08-06
Reservoir,2,h,365000.0,PI,Barry,2016-05-07
Reservoir,2,u,405000.0,S,Barry,2016-05-07
Reservoir,3,t,,SP,hockingstuart,2016-05-07
Reservoir,3,t,620500.0,S,Nelson,2016-05-07
Reservoir,3,h,730000.0,S,Nelson,2016-05-07
Reservoir,1,h,260000.0,PI,hockingstuart,2016-05-07
Reservoir,3,h,665000.0,S,Nelson,2016-05-07
Reservoir,3,h,625000.0,PI,Barry,2016-05-07
Reservoir,2,u,357500.0,S,Ray,2016-05-07
Reservoir,3,h,756000.0,S,Ray,2016-05-07
Reservoir,5,h,1195000.0,S,Ray,2016-05-07
Reservoir,2,t,475000.0,S,Ray,2016-05-07
Reservoir,3,u,542000.0,S,Barry,2016-11-07
Reservoir,2,u,427500.0,S,Love,2016-11-07
Reservoir,4,h,851000.0,S,hockingstuart,2016-11-07
Reservoir,3,h,998000.0,S,Nelson,2016-11-07
Reservoir,3,u,,PI,Harcourts,2016-11-07
Reservoir,4,h,1030000.0,S,McGrath,2016-11-07
Reservoir,2,h,498000.0,S,Barry,2016-11-07
Reservoir,2,u,410000.0,S,Love,2016-11-07
Reservoir,2,u,450000.0,S,Nelson,2016-11-07
Reservoir,1,u,341000.0,PI,Ray,2016-11-07
Reservoir,2,u,270000.0,VB,hockingstuart,2016-11-07
Reservoir,3,h,900000.0,S,hockingstuart,2016-11-07
Reservoir,3,h,500000.0,PI,Love,2016-10-08
Reservoir,4,h,1015000.0,S,Barry,2016-10-08
Reservoir,3,h,915000.0,S,Ray,2016-10-08
Reservoir,2,h,380000.0,S,Alexkarbon,2016-10-08
Reservoir,2,u,468000.0,S,Ray,2016-10-08
Reservoir,3,h,800000.0,S,Barry,2016-10-08
Reservoir,2,u,380000.0,S,Nelson,2016-10-08
Reservoir,3,h,600000.0,S,Nelson,2016-10-08
Reservoir,3,t,530000.0,PI,Nelson,2016-10-08
Reservoir,2,u,434000.0,S,Barry,2016-10-08
Reservoir,3,t,592000.0,S,Ray,2016-10-08
Reservoir,4,h,,PI,Barry,2016-10-08
Reservoir,3,h,885000.0,S,Ray,2016-10-08
Reservoir,2,h,611000.0,S,Barry,2016-10-08
Reservoir,2,u,,PI,Barry,2016-10-08
Reservoir,2,u,440000.0,SP,Ray,2016-10-08
Reservoir,3,h,650000.0,SP,Nelson,2016-09-10
Reservoir,2,t,416000.0,S,Ray,2016-09-10
Reservoir,3,h,610000.0,VB,Barry,2016-09-10
Reservoir,3,h,890000.0,S,Barry,2016-09-10
Reservoir,3,u,301000.0,SP,Barry,2016-09-10
Reservoir,3,h,865000.0,S,Nelson,2016-09-10
Reservoir,4,h,775000.0,S,Ray,2016-09-10
Reservoir,2,u,436000.0,S,Barry,2016-09-10
Reservoir,3,h,695000.0,S,Barry,2016-09-10
Reservoir,4,h,650000.0,PI,Ray,2016-09-10
Reservoir,2,u,432000.0,S,Love,2016-09-10
Reservoir,3,h,650000.0,PI,Ray,2016-09-10
Reservoir,3,h,846000.0,S,Nelson,2016-09-10
Reservoir,2,h,836000.0,S,Love,2016-12-10
Reservoir,2,t,485000.0,SP,Ray,2016-12-10
Reservoir,3,h,770000.0,S,Nelson,2016-12-10
Reservoir,2,h,612000.0,S,hockingstuart,2016-12-10
Reservoir,2,u,401000.0,S,Darren,2016-12-10
Reservoir,2,h,635000.0,PI,Barry,2016-12-10
Reservoir,2,u,491000.0,S,Love,2016-12-10
Reservoir,3,h,650000.0,PI,Barry,2016-12-10
Reservoir,2,u,420000.0,S,Harcourts,2016-12-10
Reservoir,3,h,810000.0,SP,Nelson,2016-12-10
Reservoir,3,h,780000.0,S,Love,2016-12-10
Reservoir,3,t,570000.0,SP,Barry,2016-12-10
Reservoir,2,u,520000.0,S,Love,2016-12-10
Reservoir,3,h,,SP,Bekdon,2016-12-10
Reservoir,3,h,660000.0,PI,Barry,2016-12-10
Reservoir,2,t,,PN,Nelson,2017-02-11
Reservoir,2,h,555000.0,S,Nelson,2017-02-11
Reservoir,2,t,350000.0,S,Nelson,2017-02-11
Reservoir,3,h,540000.0,PI,Ray,2017-02-11
Reservoir,3,t,678000.0,S,RW,2017-03-11
Reservoir,2,t,,PI,Ray,2017-03-11
Reservoir,3,h,,S,Nelson,2016-06-12
Reservoir,3,h,812000.0,S,Ray,2016-06-12
Reservoir,3,h,,SN,Barry,2016-06-12
Reservoir,3,h,682000.0,SP,Barry,2016-06-12
Reservoir,5,t,575000.0,S,Ray,2016-06-12
Reservoir,3,h,720000.0,SP,Ray,2016-06-12
Reservoir,2,t,380000.0,PI,Barry,2016-11-12
Reservoir,1,u,350000.0,SP,Harcourts,2016-11-12
Reservoir,4,h,750000.0,PI,Ray,2016-11-12
Reservoir,3,h,571000.0,S,Nelson,2016-11-12
Reservoir,2,t,495000.0,S,Nelson,2016-11-12
Reservoir,2,h,644000.0,S,Barry,2016-11-12
Reservoir,2,h,590000.0,PI,Love,2016-11-12
Reservoir,4,h,895500.0,S,Barry,2016-11-12
Reservoir,3,u,500000.0,S,Ray,2016-11-12
Reservoir,3,h,940000.0,S,Nelson,2016-11-12
Reservoir,3,h,860000.0,S,Ray,2016-11-12
Reservoir,3,u,495000.0,S,Barry,2016-11-12
Reservoir,2,h,755000.0,S,Nelson,2016-11-12
Reservoir,2,t,568000.0,S,Ray,2016-11-12
Reservoir,2,u,350000.0,PI,Barry,2016-11-12
Reservoir,2,u,452000.0,S,Nelson,2016-08-13
Reservoir,2,u,335000.0,SP,Love,2016-08-13
Reservoir,3,h,585000.0,S,Barry,2016-08-13
Reservoir,3,u,540000.0,PI,Barry,2016-08-13
Reservoir,2,t,,VB,Ray,2016-08-13
Reservoir,3,h,635000.0,S,Barry,2016-08-13
Reservoir,2,t,550000.0,S,Nelson,2016-08-13
Reservoir,2,u,360000.0,PI,Barry,2016-08-13
Reservoir,2,u,380000.0,PI,Barry,2016-08-13
Reservoir,1,u,,VB,Ray,2016-08-13
Reservoir,3,h,546000.0,S,Barry,2016-08-13
Reservoir,2,t,550000.0,SP,Barry,2016-08-13
Reservoir,3,u,400000.0,PI,Ray,2016-08-13
Reservoir,4,h,1700000.0,S,Barry,2016-08-13
Reservoir,3,h,592500.0,S,Ray,2016-05-14
Reservoir,3,h,665000.0,SP,Nelson,2016-05-14
Reservoir,3,h,830000.0,S,Ray,2016-05-14
Reservoir,2,u,360000.0,S,Stockdale,2016-05-14
Reservoir,3,h,655000.0,PI,Love,2016-05-14
Reservoir,2,h,565000.0,S,Nelson,2016-10-15
Reservoir,2,h,605000.0,S,Nelson,2016-10-15
Reservoir,3,h,410000.0,S,hockingstuart,2016-10-15
Reservoir,2,h,836000.0,SP,Ray,2016-10-15
Reservoir,2,h,635000.0,SP,Ray,2016-10-15
Reservoir,4,h,811000.0,S,McGrath,2016-10-15
Reservoir,3,h,,SN,Love,2016-10-15
Reservoir,2,h,650000.0,PI,Barry,2016-10-15
Reservoir,3,h,634000.0,S,Peter,2016-10-15
Reservoir,2,u,,PI,Harcourts,2016-10-15
Reservoir,2,h,700000.0,S,Ray,2016-10-15
Reservoir,4,h,,PI,Love,2016-10-15
Reservoir,3,h,765000.0,S,Nelson,2016-10-15
Reservoir,2,u,440000.0,SP,Ray,2016-10-15
Reservoir,3,h,710000.0,S,hockingstuart,2016-10-15
Reservoir,3,u,620000.0,S,Nelson,2016-10-15
Reservoir,3,h,715000.0,SP,hockingstuart,2016-10-15
Reservoir,3,h,795000.0,S,Ray,2016-10-15
Reservoir,4,h,670000.0,SP,Ray,2016-04-16
Reservoir,2,u,,SN,Ray,2016-04-16
Reservoir,2,u,376000.0,S,Ray,2016-04-16
Reservoir,2,u,323000.0,S,Nelson,2016-04-16
Reservoir,3,h,680000.0,S,Ray,2016-04-16
Reservoir,2,t,530000.0,S,Nelson,2016-04-16
Reservoir,3,h,567000.0,SP,hockingstuart,2016-04-16
Reservoir,3,t,480000.0,PI,Ray,2016-04-16
Reservoir,4,h,786000.0,S,Nelson,2016-04-16
Reservoir,4,h,,SN,Love,2016-04-16
Reservoir,2,u,390000.0,VB,Nelson,2016-04-16
Reservoir,3,h,,SN,Barry,2016-04-16
Reservoir,3,h,650000.0,S,hockingstuart,2016-04-16
Reservoir,3,h,540000.0,S,Nelson,2016-04-16
Reservoir,3,h,820000.0,S,Ray,2016-07-16
Reservoir,3,h,685000.0,S,Love,2016-07-16
Reservoir,3,h,800000.0,SP,Fletchers,2016-07-16
Reservoir,2,t,503000.0,SP,Ray,2016-07-16
Reservoir,3,h,830000.0,S,Stockdale,2016-07-16
Reservoir,2,u,330000.0,PI,Ray,2016-07-16
Reservoir,2,u,420000.0,S,hockingstuart,2016-07-16
Reservoir,3,h,539000.0,S,Nelson,2016-07-16
Reservoir,2,t,,SP,Ray,2016-07-16
Reservoir,4,h,,S,Ray,2016-07-16
Reservoir,3,h,437000.0,S,hockingstuart,2016-07-16
Reservoir,3,h,480000.0,S,hockingstuart,2016-07-16
Reservoir,2,u,,PI,Barry,2016-07-16
Reservoir,4,t,681500.0,S,Nelson,2016-07-16
